symbol,date,year,investmentValuationRatios.priceBookValueRatio,investmentValuationRatios.priceToBookRatio,investmentValuationRatios.priceToSalesRatio,investmentValuationRatios.priceEarningsRatio,investmentValuationRatios.receivablesTurnover,investmentValuationRatios.priceToFreeCashFlowsRatio,investmentValuationRatios.priceToOperatingCashFlowsRatio,investmentValuationRatios.priceCashFlowRatio,investmentValuationRatios.priceEarningsToGrowthRatio,investmentValuationRatios.priceSalesRatio,investmentValuationRatios.dividendYield,investmentValuationRatios.enterpriseValueMultiple,investmentValuationRatios.priceFairValue,profitabilityIndicatorRatios.niperEBT,profitabilityIndicatorRatios.ebtperEBIT,profitabilityIndicatorRatios.ebitperRevenue,profitabilityIndicatorRatios.grossProfitMargin,profitabilityIndicatorRatios.operatingProfitMargin,profitabilityIndicatorRatios.pretaxProfitMargin,profitabilityIndicatorRatios.netProfitMargin,profitabilityIndicatorRatios.effectiveTaxRate,profitabilityIndicatorRatios.returnOnAssets,profitabilityIndicatorRatios.returnOnEquity,profitabilityIndicatorRatios.returnOnCapitalEmployed,profitabilityIndicatorRatios.nIperEBT,profitabilityIndicatorRatios.eBTperEBIT,profitabilityIndicatorRatios.eBITperRevenue,operatingPerformanceRatios.receivablesTurnover,operatingPerformanceRatios.payablesTurnover,operatingPerformanceRatios.inventoryTurnover,operatingPerformanceRatios.fixedAssetTurnover,operatingPerformanceRatios.assetTurnover,liquidityMeasurementRatios.currentRatio,liquidityMeasurementRatios.quickRatio,liquidityMeasurementRatios.cashRatio,liquidityMeasurementRatios.daysOfSalesOutstanding,liquidityMeasurementRatios.daysOfInventoryOutstanding,liquidityMeasurementRatios.operatingCycle,liquidityMeasurementRatios.daysOfPayablesOutstanding,liquidityMeasurementRatios.cashConversionCycle,debtRatios.debtRatio,debtRatios.debtEquityRatio,debtRatios.longtermDebtToCapitalization,debtRatios.totalDebtToCapitalization,debtRatios.interestCoverage,debtRatios.cashFlowToDebtRatio,debtRatios.companyEquityMultiplier,cashFlowIndicatorRatios.operatingCashFlowPerShare,cashFlowIndicatorRatios.freeCashFlowPerShare,cashFlowIndicatorRatios.cashPerShare,cashFlowIndicatorRatios.payoutRatio,cashFlowIndicatorRatios.receivablesTurnover,cashFlowIndicatorRatios.operatingCashFlowSalesRatio,cashFlowIndicatorRatios.freeCashFlowOperatingCashFlowRatio,cashFlowIndicatorRatios.cashFlowCoverageRatios,cashFlowIndicatorRatios.shortTermCoverageRatios,cashFlowIndicatorRatios.capitalExpenditureCoverageRatios,cashFlowIndicatorRatios.dividendpaidAndCapexCoverageRatios,cashFlowIndicatorRatios.dividendPayoutRatio
CMCSA,2013-12-31,2013,1.2717481358740679,1.2717481358740679,0.9971078150857602,9.45862676056338,10.140683814303639,8.523268112109994,4.552966101694915,4.552966101694915,1.0931097669489684,0.9971078150857602,0.030463781603846753,3.7260047838830306,1.2717481358740679,0.613225371120108,0.8195089581950896,0.20976847054456593,0.28662016487000636,0.20976847054456593,0.17190714075815458,0.10541782018961597,0.35807467386414754,0.04291840088657729,0.13445378151260504,0.09694712689687708,0.613225371120108,0.8195089581950896,0.20976847054456593,10.140683814303639,8.343885672937772,0.0,2.166789544235925,0.40712662061670013,0.7442364636209814,0.6169098984771574,0.09084179357021997,35.99362791345098,0.0,35.99362791345098,43.744607046070456,-7.750979132619477,0.6807943934060814,2.1327770544837654,0.4678409842432895,4.456700000003329E10,5.269230769230769,0.29594331933036555,3.1327770544837654,5.394285714285714,2.8815238095238094,2.0156190476190474,0.2881455399061033,10.140683814303639,0.2190018095488501,0.534180790960452,0.29594331933036555,4.317073170731708,2.146755609460279,1.6542056074766356,0.2881455399061033
CMCSA,2012-12-31,2012,1.0059591539022612,1.0059591539022612,0.7935131852325396,8.00421086571014,11.333091831190002,5.4321794310722105,3.342542076208429,3.342542076208429,0.9437032974540706,0.7935131852325396,0.032386628672800795,2.689583092657402,1.0059591539022612,0.5343268154018433,0.953198127925117,0.194645996483938,0.2714719514144159,0.194645996483938,0.1855361994566086,0.0991369665974109,0.322508398656215,0.03760054797509865,0.12567874219952996,0.08214789183647316,0.5343268154018433,0.953198127925117,0.194645996483938,11.333091831190002,7.345149854979052,0.0,2.297664512338425,0.3792787823314401,1.196063180567189,1.0731123608950581,0.6551992341749432,32.20656864311971,0.0,32.20656864311971,49.692655317655316,-17.486086674535606,0.7008201441465469,2.3424710268255127,0.4355314622932821,3.808200000002645E10,4.831019436731456,0.367146176281576,3.3424710268255127,5.546676624346527,3.4129947722180733,4.635922330097087,0.2592294051265517,11.333091831190002,0.23739811411219433,0.6153224720613976,0.367146176281576,6.251683501683502,2.5995799789989498,2.0286806883365203,0.2592294051265517
CMCSA,2011-12-31,2011,0.6558010745864534,0.6558010745864534,0.5551796139106765,7.452485576923077,12.834290967593656,3.430221287895552,2.161194841408156,2.161194841408156,0.9009652810702988,0.5551796139106765,0.03828743249703087,2.7319177537384665,0.6558010745864534,0.5068843670037773,0.76550694897864,0.19198810930840585,0.863257046667383,0.19198810930840585,0.14696823179685542,0.07449589914401347,0.37163397100036555,0.026359477372669783,0.08799763083301604,0.07415425690116685,0.5068843670037773,0.76550694897864,0.19198810930840585,12.834290967593656,1.3384750219106047,0.0,2.0262709096846767,0.35383796525111205,0.647458651159278,0.6796314477758477,0.12234725473906805,28.439436266609363,0.0,28.439436266609363,272.69840230487165,-244.2589660382623,0.7004524198760598,2.3383678131742607,0.4452450244085618,3.7942000000015785E10,4.279840319361277,0.36492915108499324,3.3383678131742607,5.223962126729789,3.291332847778587,1.6926438455935906,0.28533653846153845,12.834290967593656,0.2568854983704022,0.6300453119553852,0.36492915108499324,10.493782004389173,2.703033729037121,2.208962118878965,0.28533653846153845
CMCSA,2010-12-31,2010,0.6596780448212112,0.6596780448212112,0.7712618288214671,8.04934250343879,20.45121293800539,4.705590221936314,2.6173503891224614,2.6173503891224614,0.9950934995886292,0.7712618288214671,0.036364431757905845,3.7469416278432446,0.6596780448212112,0.5955111402359109,0.7649122807017544,0.21034873606241927,0.8256056092996283,0.21034873606241927,0.1608983314442365,0.09581674882041279,0.39908256880733944,0.030666306713685525,0.08195427695360058,0.07234814143245694,0.5955111402359109,0.7649122807017544,0.21034873606241927,20.45121293800539,2.0103312063202674,0.0,1.6133106527748247,0.3200516307557325,1.0791838717512752,0.9618654359970853,0.7267427738644644,17.847352189155707,0.0,17.847352189155707,181.5621221281741,-163.7147699390184,0.625812003307068,1.6724534427560085,0.4003704254484987,2.9615000000023758E10,3.7012987012987013,0.35584911666401403,2.6724534427560083,3.9811253561253563,2.2143874643874644,2.159900284900285,0.29270976616231087,20.45121293800539,0.2946727469225295,0.5562214867161642,0.35584911666401403,6.210555555555556,2.2533763354162466,1.8554356846473028,0.29270976616231087
CMCSA,2009-12-31,2009,0.9996504035654596,0.9996504035654596,1.1943747871887236,11.738885346542055,20.89772063120982,9.1999278092891,4.15388239380605,4.15388239380605,2.9506737779224665,1.1943747871887236,0.017819483062822883,5.093888920847895,0.9996504035654596,0.7111024237685692,0.6854233654876741,0.20874818212328,1.0,0.2017563485848529,0.14308088153037252,0.10174516165119141,0.2888975762314308,0.03227094107315515,0.08515718265021886,0.07075954647150279,0.7111024237685692,0.6854233654876741,0.20874818212328,20.89772063120982,0.0,0.0,1.4988891217774052,0.31717420808458924,0.44461305007587254,0.33549455097254793,0.09256449165402124,17.466019689003243,17.466,,31.5838,,0.6202442940398996,1.6367126237681702,0.39540906582131585,2.7940000000016098E10,3.1788756388415673,0.3533475391806434,2.6388193160272464,1.8007250304326383,0.813049858113832,0.12628370264973565,0.20918086860912588,20.89772063120982,0.28753216243427676,0.45151249878416494,0.3533475391806434,8.893598615916956,-1.8231956020571023,-2.107626076260763,0.2091808686091259
SIRI,2013-12-31,2013,8.16519745846478,8.16519745846478,5.901280594457364,59.43434274883025,36.55190163271982,24.12738236037946,20.329048848782048,20.329048848782048,314.77017626806327,5.901280594457364,,17.19850924632493,8.16519745846478,0.5920887407156267,0.6099183095544218,0.27494784942203343,0.9930304454087092,0.27494784942203343,0.16769572753511033,0.09929075213965431,0.4079112592843734,0.04264831912156097,0.13738180790474852,0.17107340535575893,0.5920887407156267,0.6099183095544218,0.27494784942203343,36.55190163271982,0.04578331169066956,1.9099761956286518,2.3825140758597594,0.42952962086111807,0.5180951942820924,0.5056730721485675,0.04921859254650766,9.985800565661032,191.1018581463857,201.08765871204673,7972.337223355239,-7962.3514227895785,0.689563561784465,2.221271335762792,0.00591474755066745,0.013174602204788026,5.10357109702889,30.085167907902992,3.221271335762792,0.17708649464018988,0.149208063528338,0.20570420990531574,0.0,36.55190163271982,0.29028808176684184,0.8425716700277105,30.085167907902992,54.27322834645669,6.352096856874615,6.3520968568746,-0
SIRI,2012-12-31,2012,3.282180123354866,3.282180123354866,3.89724399184019,3.8179434774420606,32.05177969135686,18.68795378816923,16.43425278736683,16.43425278736683,13.66621181215254,3.89724399184019,0.02466795095955959,11.210235215053764,3.282180123354866,7.319149025856327,0.5440990797282188,0.2563241466884575,0.9906626612267934,0.2563241466884575,0.1394657323253107,1.0207704788891372,-6.319149025856327,0.38351874240116585,0.859672266692082,0.12937566902142425,7.319149025856327,0.5440990797282188,0.2563241466884575,32.05177969135686,0.05405580173299844,1.2537395903224533,2.1642549693941557,0.3757149627000711,0.78985201686002,0.7737048666976585,0.2250702932876175,11.387823188439878,291.129037335516,302.51686052395587,6752.281684820248,-6740.893861631808,0.5538779634279689,1.2415391261187776,0.004673119411925152,0.00571039673719745,3.2866791546843257,34.77435344827586,2.2415391261187776,0.19167284577863106,0.16855777982467873,0.40024632502216045,0.09418084246791115,32.05177969135686,0.237141538606248,0.879403543782886,34.77435344827586,190.5444024563061,8.292117624083952,1.9011558718525763,0.09418084246791115
SIRI,2011-12-31,2011,9.9096,0.0,2.3141,26.5714,16.0451,17.1466,12.8321,0,0,0,,3.7340162305611,0,0.96773762168656,0.5913087881115,0.24751270847404,0.62810082122418,1,0.22428648768429,0.14163463286409,0.032262378313444,0.6071,0.6064,0.0944,0.96773762168656,0.5913087881115,0.24751270847404,16.0451,1.3794,102.8339,1.8008780592131,0.40215122846917,0.568,0.42735082283471,0.34436348881205,-11.9521,22.5842,,65.7701,,0.4021,4.2803,0.81053524610278,0.81061794955998,,0.18036983729787,10.645528974856,0.1452,0.108,0.2067,0.0,16.0451,0.1803369288153,0.74720122141898,0.18036983729787,334.95378927911,3.9557153148171,3.9557153148171,-0
SIRI,2010-12-31,2010,29.1567,0.0,2.2716,163.0,16.026,29.9463,12.4767,0,0,0,,5.8483004299775,0,0.90309386470897,0.13886542505782,0.12187397053311,0.60978518930831,1,0.16521665663232,0.015284033465484,0.096906135291033,0.1067,0.2074,0.0627,0.90309386470897,0.13886542505782,0.12187397053311,16.026,1.2946,147.8309,1.599405884604,0.38154668657523,0.422,0.33022174235193,0.24968666332725,-7.2779,24.5192,,76.858,,0.4358,15.4962,0.9357044453163,0.93938013800014,,0.15940406106705,35.557831975187,0.1389,0.054,0.1589,0.0,16.026,0.18207186956867,0.39194571988419,0.15940406106705,2.6192835073922,1.6445900188541,1.6445900188541,-0
SIRI,2009-12-31,2009,33.9321748439103,33.9321748439103,1.31085472496985,-9.207157197348014,15.233295136706959,17.490215279814805,7.471288766198741,7.471288766198741,-30.21298047871599,1.31085472496985,,21.26754797495888,33.9321748439103,1.0172832799220937,11.387574451281713,-0.012290112826867499,0.5696871114979225,0.09234105437188946,-0.13995457483060603,-0.142373448923781,-0.017283279922093758,-0.04807813383015993,-3.685412784489437,-0.005793274890312102,1.0172832799220937,11.387574451281713,-0.012290112826867499,15.233295136706959,1.9570266661271396,65.70789847464954,1.4451394883585826,0.3376903080847493,0.41402437879248266,0.2628316593961113,0.1846679324929056,23.96067277134785,5.554887745204923,29.51556051655277,186.5074228765197,-162.54675010517187,0.986954477926461,75.65465547203786,0.9697600641762085,0.9698923782222313,-0.09626886475664305,0.1409837567915642,76.65465547203786,0.11243040207471154,0.04802685310394272,0.09938414231664258,0.0,15.233295136706959,0.17545229022606626,0.42716962865638614,0.1409837567915642,31.251260625270135,-1.7457174933906345,1.7457174933906,
