symbol,date,year,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share
CZR,2013-12-31,2013,66.56065318818041,-22.9253499222395,-0.8506998444790047,-6.498444790046657,21.548989113530325,-24.27682737169518,141.04121306376362,-24.27682737169518,181.71461897356144,2.75847E9,2.110277E10,-0.9356454785971101,0.32226246246947904,-25.21453382084095,-3.300789757089865,-0.8835586162716207,-0.8835586162716207,2.4653632720772922,-18.563309289232933,-192.895521023766,-25.251609429221013,-1.0687808821556877,-0.3029577990697742,-8.908039718129404,1.1264535884547306,-16.136787473610134,1.489766081871345,-0.9918331114070129,0.03710738755851028,0.0,-0.0,0.2533500005841326,0.2533500005841326,0.2653419147876171,-0.15062646289412088,11.78535040616825,1.5114966267382623,0.006600698622615278,111.90389696611582,-0.10084799689504063,-0.1625436241240717,-194.53265940902023,1.2395E9,-9.673E9,-2.40406E10,33526000000.0,600250000.0,4.2085E8,4.33E7,0.0,245.42147630619684,25.279465370595382,13.6943,1.4872374068217755,14.43859649122807,0.9443305573350417,5.647744945567652
CZR,2012-12-31,2012,6.619313647246608,-11.951316839584996,0.2114924181963288,-3.840383080606544,14.02633679169992,-3.2857142857142856,166.4173982442139,-3.2857142857142856,187.65682362330406,9.83605E8,2.0638205E10,-0.6568313856427379,1.1859235591994213,37.11716981132076,-2.044066916043225,-2.389130434782609,-2.389130434782609,24.883295153122738,23.55690560438306,778.8001886792453,-42.88903782211139,-1.522460743896178,-0.48922077459955976,-69.00607238280301,1.014704569238627,22.434197009473806,1.3497662558436039,-0.14914576690620093,-0.017696160267111852,0.0,-0.0,2.536532433084157,2.536532433084157,0.255231605001768,0.052196178845775064,1.6336419145164467,2.3429190466811107,0.06643356643356643,29.724464345732926,-0.012333823957685617,-0.07181530876986011,-212.50039904229848,9.053E8,-7.5577E9,-2.49162E10,36720200000.0,534450000.0,3.876E8,4.65E7,0.0,208.01848204817452,28.753219209210727,15.3167,1.7546517809675704,12.694230769230769,3.637357299004129,4.051875498802873
CZR,2011-12-31,2011,68.478,-5.7954,0.5036,-1.6747,11.2622,8.047,166.203,8.0472,158.2726,1924237355.13,20315237355.13,0.0,0.2246,30.5435,0.0,1.9125,0.0,2.3714,11.8942,322.4641,-96.9701,-0.3769,-0.1089,19.6681,0.6944,10.7676,1.146,0.4063,-0.0869,0.0,0.0,0.2622,0.0,0.2709,4.3254,0.0318,-0.3221,0.0026,0.0,0.0194,-0.0434,-13.317,234400000.0,20792000000.0,-25625000000.0,37580200000.0,440800000.0,270750000.0,47500000.0,20.8094,12.3604,-3.5503,19.4342,7.7529,180.3495,-0.7202,-2.1783
CZR,2010-12-31,2010,86.1349,-8.3696,1.0514,-0.4723,9.9396,16.443,205.992,16.4431,189.7392,1924237355.13,20315237355.13,0.0,0.2246,30.5435,0.0,1.9125,0.0,2.3714,11.8942,322.4641,-96.9701,-0.3769,-0.1089,11.5391,0.6591,11.6716,1.131,0.3321,-0.1256,0.0,0.0,0.2538,0.0,0.2845,1.4492,0.0177,-0.1736,0.0021,0.0,0.0116,-0.0462,-13.317,207700000.0,20455000000.0,-25124600000.0,36726300000.0,358350000.0,256100000.0,51550000.0,16.7795,10.7283,-3.922,23.8683,7.2456,165.9205,-0.509,-1.5237
CZR,2009-12-31,2009,125.6333,11.6728,3.1058,-3.4457,12.9492,-13.017,290.141,-13.0169,267.1805,1924237355.13,20315237355.13,0.0,0.2246,30.5435,0.0,1.9125,0.0,2.3714,11.8942,322.4641,-96.9701,-0.3769,-0.1089,-20.5256,0.6537,3.4373,0.996,2.3101,0.4657,0.0,0.0,0.2436,0.0,0.2901,2.1094,0.0521,-0.5327,0.0018,0.0,-0.0143,0.0462,-13.317,-6600000.0,20571000000.0,-28247300000.0,36990500000.0,,,,13.2561,10.6868,-4.0624,,,,-0.8967,-6.5515
F,2013-12-31,2013,37.33595933926303,1.818297331639136,2.6541296060991106,0.9776365946632782,3.6767471410419312,6.704701397712833,51.34078780177891,6.704701397712833,4.92299872935197,6.000875E10,6.122375E10,8.38696715583508,0.408453412470987,5.745763117579472,15.598843254484013,2.274523367319865,2.274523367319865,0.41672338803542136,8.745000714183687,5.862097855227882,15.914673771770211,0.11923261191076301,0.06410731768283792,6.657430921426676,0.8694078979933276,0.17354663619482932,1.1473934545847635,1.897804283003524,1.4596785464709994,0.02622950819672131,0.21998602375960866,0.08968329056542129,0.08968329056542129,0.0,1.5831438532666364,22.270274367136576,0.0,0.0,16.562024781717202,0.04242438932754828,0.035416233554096996,-20.089771283354512,5.454E9,202179000000.0,-1.33186E11,302399000000.0,4.4338E10,1.97775E10,9.464E9,192.49348271473008,52.56380056534168,22.46530494913522,1.8961680928227564,6.943942334349876,16.24727555786196,0.27119736193761135,1.6764930114358323
F,2012-12-31,2012,35.030380385180095,1.4721997402048226,2.3723582131039764,0.93294396506477,4.107104174571052,4.182641948520631,49.678151432965365,4.182641948520631,1.0040229120798254,4.929771960828E10,3.363871960828E10,8.78277562948156,0.36910818146497054,5.450273035741294,13.859353277559741,3.0913475643243244,3.0913475643243244,0.251864117044003,2.0062455781165385,3.7190403104787175,9.457047964093336,0.1138592219802647,0.07215343890678809,10.854392675738383,0.9138834039048394,-0.9339178147551739,,2.995559038662487,1.6114377338321753,0.01547738934098378,0.13593443791199003,0.08632140102875882,0.08632140102875882,0.0,-1.6481413994169096,-24.33655247813411,-0.9657434402332361,0.0010482258777019893,11.770637143952403,,0.029634752858937942,-24.222774034753435,,189406000000.0,,278805000000.0,4.6532E10,2.0414E10,9.291E9,223.73771142341585,62.34503136085776,23.77170710993551,1.6313745129414063,5.854516262689041,15.354387394729693,0.35197842854455386,-1.4394142480392065
F,2011-12-31,2011,35.68458531327476,5.3190702624329695,2.574668948085102,1.4449618963547932,4.512512583990529,3.954632558444697,46.90613150636481,3.954632558444697,1.1660218835818774,4.670323153174E10,2.9555231531739998E10,2.3105541746272196,0.3444064122395192,4.773429224421505,8.505414593287197,3.1077476398549373,3.1077476398549373,0.21795089806231333,2.2556079929588644,3.0207718245850366,5.382486164949918,0.4327966039408438,0.11757216406466992,10.86485227575193,0.9154966694327943,-1.308707929481798,,2.9571202888738433,0.48404492158511847,0.0,-0.0,0.08026252719295011,0.08026252719295011,5.607015497790836E-4,-2.2790589331469833,-31.58746797111577,-0.0,0.0,21.75515547888888,,0.11339818679592478,-22.176454680574285,,1.4971E10,,260588000000.0,4.4868E10,1.9622E10,8.5605E9,211.40418863611225,56.94219749848166,18.958243479944723,1.7265504640888198,6.410009027307606,19.252838501948823,1.3450226244343892,-1.129707051730309
F,2010-12-31,2010,37.3888,1.9023,3.3276,2.1412,4.2925,-0.195,47.72,-0.1951,30.1502,58305879162.58,131351879162.58,8.8368,0.4521,5.0802,7.8414,0.0,0.0,1.0186,9.8724,11.4448,17.7863,0.1132,0.1267,-154.5141,0.6314,,,2.1627,1.7493,0.0,0.0,0.0924,0.0,0.0006,0.3565,0.0317,0.0,0.0,0.0,,,-2.1011,,164585000000.0,,253768000000.0,80768500000.0,15331500000.0,5479000000.0,222.0529,46.3121,-20.6767,1.5966,2.1151,23.536,-9.7489,-1.1864
F,2009-12-31,2009,35.16161265109229,0.8215655046138968,4.679929817780375,3.4525708250575904,6.317920372985925,-2.3646088502321208,58.01909503047164,-2.3646088502321208,2.053157812413824,3.584897349584E10,1.4954973495839996E10,13.194322228870076,0.3082907518368119,2.316274051550042,3.1396893935750567,-4.584267710465474,-4.584267710465474,0.1286084250994556,1.591970778777943,0.9662708209497962,1.3097717197267469,0.075790175702389,0.31850284363999914,-25.552685421994884,1.0405228077483857,-2.2241856504151585,,1.3835051546391752,5.696356275303644,0.0,-0.0,0.11204561285828539,0.11204561285828539,8.591960008331597E-4,-3.813008130081301,-28.64818920916482,-0.0,0.0,6.611378367878166,,0.014160260586319218,-34.49940122116795,,-7.947E9,,302616000000.0,4.71405E10,1.79105E10,8.1305E9,260.798139022901,52.797372200756584,18.610695284526532,1.399549863996341,6.913222851548842,19.612378496330095,-0.34744245524296674,-1.227358992722785
