symbol,date,year,Stock Price,Number of Shares,Market Capitalization,- Cash & Cash Equivalents,+ Total Debt,Enterprise Value
PIR,2013-03-02,2013,433.8,1.06222E8,46079103600.0,231556000.0,50971000.0,45898518600.0
PIR,2012-02-25,2012,311.2,1.12534E8,35020580800.0,287868000.0,52854000.0,34785566800.0
PIR,2011-02-26,2011,200.2,5863841.0,1173940968.2,301471000.0,9500000.0,881969968.2
PIR,2010-02-27,2010,102.6,5779425.0,592969005.0,187912000.0,35435000.0,440492005.0
STAY,2013-12-31,2013,25.2,1.74894E8,4407328800.0,60457000.0,2539843000.0,6886714800.0
ROST,2013-02-02,2013,29.45,2.1913E8,6453378500.0,646761000.0,150000000.0,5956617500.0
ROST,2012-01-28,2012,26.55,2.25915E8,5998043250.0,649835000.0,150000000.0,5498208250.0
ROST,2011-01-29,2011,18.01,1.17821E8,2121956210.0000002,833924000.0,150000000.0,1438032210.0000002
ROST,2010-01-30,2010,12.33,4.95492304E8,6109420108.32,768343000.0,150000000.0,5491077108.32
CSL,2013-12-31,2013,74.92,6.3471E7,4755247320.0,0.0,751000000.0,5506247320.0
CSL,2012-12-31,2012,64.08,6.2513E7,4005833040.0,112500000.0,752500000.0,4645833040.0
CSL,2011-12-31,2011,48.01,6.1457E7,2950550570.0,74700000.0,762400000.0,3638250570.0
CSL,2010-12-31,2010,37.36,0.0,0.0,89400000.0,474100000.0,384700000.0
CSL,2009-12-31,2009,33.52,6.1267083E7,2053672622.16,96300000.0,156100000.0,2113472622.16
WSM,2013-02-03,2013,45.53,9.9266E7,4519580980.0,424555000.0,5477000.0,4100502980.0
WSM,2012-01-29,2012,39.2,1.04352E8,4090598400.0000005,502757000.0,7273000.0,3595114400.0000005
WSM,2011-01-30,2011,35.33,1.06956E8,3778755480.0,628403000.0,8672000.0,3159024480.0
WSM,2010-01-31,2010,21.48,1.06174005E8,2280617627.4,513943000.0,10259000.0,1776933627.4
BWA,2013-12-31,2013,54.22,2.2755654E8,12338115598.8,939500000.0,1222600000.0,12621215598.8
BWA,2012-12-31,2012,37.59,2.34074284E8,8798852335.560001,715700000.0,1067200000.0,9150352335.560001
BWA,2011-12-31,2011,37.63,2.19440896E8,8257560916.4800005,359600000.0,1329100000.0,9227060916.48
BWA,2010-12-31,2010,33.81,1.14155E8,3859580550.0000005,449900000.0,1180400000.0,4590080550.0
BWA,2009-12-31,2009,17.55,2.33470206E8,4097402115.3,357400000.0,842300000.0,4582302115.3
CAL,2013-02-02,2013,16.58,4.0659E7,674126219.9999999,68223000.0,303823000.0,909726219.9999999
CAL,2012-01-28,2012,10.54,0.0,0.0,47682000.0,399633000.0,351951000.0
CAL,2011-01-29,2011,15.5,4.3866828E7,679935834.0,126548000.0,348000000.0,901387834.0
CAL,2010-01-30,2010,14.3,4.2871596E7,613063822.8000001,125833000.0,244500000.0,731730822.8000001
OI,2013-12-31,2013,32.4,1.64425E8,5327370000.0,383000000.0,3261000000.0,8205370000.0
OI,2012-12-31,2012,22.76,1.64474E8,3743428240.0000005,431000000.0,3477000000.0,6789428240.0
OI,2011-12-31,2011,24.43,1.63691E8,3998971130.0,400000000.0,3703000000.0,7301971130.0
OI,2010-12-31,2010,29.54,1.64271E8,4852565340.0,640000000.0,4021000000.0,8233565340.0
OI,2009-12-31,2009,27.22,1.68510354E8,4586851835.88,755000000.0,3608000000.0,7439851835.88
DECK,2013-12-31,2013,83.96,3.4473E7,2894353080.0,237125000.0,9728000.0,2666956080.0
DECK,2012-12-31,2012,42.34,3.6879E7,1561456860.0000002,110247000.0,33000000.0,1484209860.0000002
DECK,2011-12-31,2011,106.94,3.8605E7,4128418700.0,263606000.0,0.0,3864812700.0
DECK,2010-12-31,2010,79.94,3.8615E7,3086883100.0,445226000.0,0.0,2641657100.0
DECK,2009-12-31,2009,31.56,3.8549367E7,1216618022.52,315862000.0,0.0,900756022.52
MATW,2013-09-30,2013,40.83,2.7255E7,1112821650.0,57986000.0,373682000.0,1428517650.0
MATW,2012-09-30,2012,28.67,2.7753E7,795678510.0,58259000.0,319714000.0,1057133510.0
MATW,2011-09-30,2011,36.62,28775.0,1053740.5,60271000.0,317184000.0,257966740.5
MATW,2010-09-30,2010,33.02,0.0,0.0,59715000.0,237329000.0,177614000.0
MATW,2009-09-30,2009,36.73,3.0339498E7,1114369761.54,57732000.0,251718000.0,1308355761.54
MELI,2013-12-31,2013,96.9,4.41526E7,4278386940.0000005,140285104.0,15860642.0,4153962478.0000005
MELI,2012-12-31,2012,85.62,4.4147861E7,3779939858.82,101489002.0,144063.0,3678594919.82
MELI,2011-12-31,2011,87.93,0.0,0.0,0.0,0.0,0.0
MELI,2010-12-31,2010,67.14,0.0,0.0,0.0,0.0,0.0
MELI,2009-12-31,2009,38.03,4.4114295E7,1677666638.8500001,49803402.0,3213992.0,1631077228.8500001
SGMS,2013-12-31,2013,14.31,8.5E7,1216350000.0,153700000.0,3192600000.0,4255250000.0
SGMS,2012-12-31,2012,8.93,9.0011E7,803798230.0,109015000.0,1468166000.0,2162949230.0
SGMS,2011-12-31,2011,11.3,9.2068E7,1040368400.0000001,104402000.0,1390667000.0,2326633400.0
SGMS,2010-12-31,2010,10.12,9.2666E7,937779919.9999999,124281000.0,1396690000.0,2210188920.0
SGMS,2009-12-31,2009,14.08,9.2785148E7,1306414883.84,260131000.0,1367063000.0,2413346883.84
ARCO,2013-12-31,2013,11.77,2.09529412E8,2466161179.24,175648000.0,785495000.0,3076008179.24
ARCO,2012-12-31,2012,12.12,2.09529412E8,2539496473.44,184851000.0,661519000.0,3016164473.44
ARCO,2011-12-31,2011,22.45,2.09529412E8,4703935299.4,176301000.0,532345000.0,5059979299.4
JWN,2013-02-02,2013,53.82,2.03E8,10925460000.0,1285000000.0,3131000000.0,12771460000.0
JWN,2012-01-28,2012,53.89,2.135E8,11505515000.0,1877000000.0,3647000000.0,13275515000.0
JWN,2011-01-29,2011,45.26,2.188E8,9902888000.0,1506000000.0,2781000000.0,11177888000.0
JWN,2010-01-30,2010,37.59,0.0,0.0,0.0,0.0,0.0
SBGI,2013-12-31,2013,30.57,9.3207E7,2849337990.0,280104000.0,2968769000.0,5538002990.0
SBGI,2012-12-31,2012,13.65,8.102E7,1105923000.0,22865000.0,2212570000.0,3295628000.0
SBGI,2011-12-31,2011,12.47,8.0217E7,1000305990.0,12967000.0,1151285000.0,2138623990.0
SBGI,2010-12-31,2010,8.43,8.0367871E7,677501152.53,27032000.0,1212065000.0,1862534152.53
SBGI,2009-12-31,2009,5.05,7.9829296E7,403137944.8,50891000.0,1366308000.0,1718554944.8
LYV,2013-12-31,2013,21.16,1.93885066E8,4102607996.56,1299184000.0,1808887000.0,4612310996.559999
LYV,2012-12-31,2012,10.15,1.86956E8,1897603400.0,1001055000.0,1740005000.0,2636553400.0
LYV,2011-12-31,2011,10.19,1.82388E8,1858533720.0,844253000.0,1715688000.0,2729968720.0
LYV,2010-12-31,2010,10.26,1.73570144E8,1780829677.44,892758000.0,1731864000.0,2619935677.44
LYV,2009-12-31,2009,11.47,8.3699975E7,960038713.25,236955000.0,740069000.0,1463152713.25
ELY,2013-12-31,2013,8.24,7.2809E7,599946160.0,36793000.0,133495000.0,696648160.0
ELY,2012-12-31,2012,6.52,6.7061E7,437237720.0,52003000.0,107133000.0,492367720.0
ELY,2011-12-31,2011,6.56,6.4601E7,423782560.0,43023000.0,0.0,380759560.0
ELY,2010-12-31,2010,7.46,6.4398841E7,480415353.86,55043000.0,0.0,425372353.86
ELY,2009-12-31,2009,7.46,6.4472594E7,480965551.24,78314000.0,0.0,402651551.24
H,2013-12-31,2013,47.62,1.56562832E8,7455522059.839999,638000000.0,1483000000.0,8300522059.839999
H,2012-12-31,2012,40.03,1.64002394E8,6565015831.820001,485000000.0,1233000000.0,7313015831.820001
H,2011-12-31,2011,41.96,1.65158639E8,6930056492.440001,561000000.0,1225000000.0,7594056492.440001
H,2010-12-31,2010,47.8,1.73944728E8,8314557998.4,1216000000.0,771000000.0,7869557998.4
H,2009-12-31,2009,29.62,1.68039995E8,4977344651.900001,1338000000.0,852000000.0,4491344651.900001
EXPR,2013-02-02,2013,14.79,8.6852E7,1284541080.0,0.0,198843000.0,1483384080.0
EXPR,2012-01-28,2012,20.22,8.8596E7,1791411120.0,0.0,204536000.0,1995947120.0
EXPR,2011-01-29,2011,18.49,8.8735895E7,1640726698.55,187762000.0,366157000.0,1819121698.55
DDS,2013-02-02,2013,81.3,4.8125E7,3912562500.0,124060000.0,616495000.0,4404997500.0
DDS,2012-01-28,2012,45.38,5.3515E7,2428510700.0,224272000.0,691574000.0,2895812700.0
DDS,2011-01-29,2011,38.43,0.0,0.0,343291000.0,746412000.0,403121000.0
DDS,2010-01-30,2010,18.45,7.383195E7,1362199477.5,341693000.0,973503000.0,1994009477.5
CUK,2012-11-30,2012,38.08,7.78E8,29626240000.0,465000000.0,8846000000.0,38007240000.0
CUK,2011-11-30,2011,32.93,7.87E8,25915910000.0,450000000.0,9072000000.0,34537910000.0
CUK,2010-11-30,2010,46.29,7.88E8,36476520000.0,429000000.0,8624000000.0,44671520000.0
KMX,2013-02-28,2013,41.7,2.28095E8,9511561500.0,449364000.0,355000.0,9062552500.0
KMX,2012-02-29,2012,34.65,2.26282E8,7840671300.0,442658000.0,943000.0,7398956300.0
KMX,2011-02-28,2011,34.59,2.23449E8,7729100910.000001,41121000.0,29122000.0,7717101910.000001
KMX,2010-02-28,2010,25.91,2.22858781E8,5774271015.71,18278000.0,150571000.0,5906564015.71
PLCE,2013-02-02,2013,45.98,2.4092E7,1107750160.0,194128000.0,130298000.0,1043920160.0
PLCE,2012-01-28,2012,54.15,2.5459E7,1378604850.0,176655000.0,128869000.0,1330818850.0
PLCE,2011-01-29,2011,49.95,2.7084E7,1352845800.0,183657000.0,94394000.0,1263582800.0
PLCE,2010-01-30,2010,33.0,2.739349E7,903985170.0,170492000.0,0.0,733493170.0
SCHL,2013-05-31,2013,29.29,3.18E7,931422000.0,87400000.0,57700000.0,901722000.0
SCHL,2012-05-31,2012,28.14,3.12E7,877968000.0,194900000.0,159300000.0,842368000.0
SCHL,2011-05-31,2011,26.6,0.0,0.0,105300000.0,160400000.0,55100000.0
SCHL,2010-05-31,2010,24.12,3.6581262E7,882340039.44,244100000.0,308700000.0,946940039.44
SCHL,2009-05-31,2009,19.79,3.6394798E7,720253052.42,143600000.0,361600000.0,938253052.42
SEAS,2013-12-31,2013,32.05,8.7537E7,2805560849.9999995,116841000.0,1641233000.0,4329952850.0
WPRT,2013-12-31,2013,20.56,5.5294091E7,1136846510.96,178513000.0,66013000.0,1024346510.96
WPRT,2012-12-31,2012,26.91,4.8455601E7,1303940222.91,188958000.0,80722000.0,1195704222.91
WPRT,2011-03-31,2011,17.99,3.8494475E7,692515605.2499999,148462000.0,25430000.0,569483605.2499999
WPRT,2010-03-31,2010,14.5,3.204054E7,464587830.0,70480000.0,16275000.0,410382830.0
RL,2013-03-30,2013,173.47,9.13E7,15837811000.0,973700000.0,266600000.0,15130711000.0
RL,2012-03-31,2012,177.91,0.0,0.0,0.0,0.0,0.0
RL,2011-04-02,2011,126.46,0.0,0.0,0.0,0.0,0.0
RL,2010-04-03,2010,80.99,9.8639896E7,7988845177.04,563100000.0,282100000.0,7707845177.04
ALSN,2013-12-31,2013,28.49,1.845E8,5256405000.0,184700000.0,2678300000.0,7750005000.0
ALSN,2012-12-31,2012,22.13,1.82E8,4027660000.0,80200000.0,2820800000.0,6768260000.0
GPC,2013-12-31,2013,82.08,1.54636E8,12692522880.0,196893000.0,764658000.0,13260287880.0
GPC,2012-12-31,2012,67.6,155413.0,10505918.799999999,403095000.0,500000000.0,107410918.80000001
GPC,2011-12-31,2011,64.26,0.0,0.0,0.0,0.0,0.0
GPC,2010-12-31,2010,51.43,0.0,0.0,0.0,0.0,0.0
GPC,2009-12-31,2009,37.68,1.59552155E8,6011925200.4,336803000.0,500000000.0,6175122200.4
AMC,2013-12-31,2013,18.9,9.7390201E7,1840674798.8999999,546454000.0,2195010000.0,3489230798.8999996
ORLY,2013-12-31,2013,132.29,1.09244E8,14451888760.0,231318000.0,1396208000.0,15616778760.0
ORLY,2012-12-31,2012,91.74,1.21182E8,11117236680.0,248128000.0,1095956000.0,11965064680.0
ORLY,2011-12-31,2011,82.35,1.34667E8,11089827450.0,361552000.0,797574000.0,11525849450.0
ORLY,2010-12-31,2010,56.51,1.38654E8,7835337540.0,29721000.0,534778000.0,8340394540.0
ORLY,2009-12-31,2009,37.8,1.37191327E8,5185832160.599999,26935000.0,790748000.0,5949645160.599999
HOG,2013-12-31,2013,63.19,2.22475E8,14058195250.0,1066612000.0,4592853000.0,17584436250.0
HOG,2012-12-31,2012,53.0,2.27119E8,12037307000.0,1068138000.0,4807706000.0,15776875000.0
HOG,2011-12-31,2011,43.91,2.32889E8,10226155990.0,1526950000.0,2796787000.0,11495992990.0
HOG,2010-12-31,2010,39.37,233312.0,9185493.44,1021933000.0,2997122000.0,1984374493.44
HOG,2009-12-31,2009,22.74,2.34443032E8,5331234547.679999,1630433000.0,5636129000.0,9336930547.68
TUP,2013-12-28,2013,80.61,5.19E7,4183659000.0,127300000.0,855300000.0,4911659000.0
TUP,2012-12-29,2012,70.33,5.53E7,3889249000.0,119800000.0,617800000.0,4387249000.0
TUP,2011-12-31,2011,64.0,6.0E7,3840000000.0,138200000.0,610900000.0,4312700000.0
TUP,2010-12-25,2010,46.98,0.0,0.0,248700000.0,428700000.0,180000000.0
TUP,2009-12-26,2009,42.54,6.3559024E7,2703800880.96,112400000.0,428100000.0,3019500880.96
AAP,2013-12-28,2013,101.01,7.293E7,7366659300.0,1112471000.0,1053584000.0,7307772300.0
AAP,2012-12-29,2012,73.93,7.3091E7,5403617630.000001,598111000.0,605088000.0,5410594630.000001
AAP,2011-01-01,2011,67.54,86082.0,5813978.28,59209000.0,301824000.0,248428978.28
AAP,2010-01-02,2010,40.35,9.4631221E7,3818369767.35,100018000.0,204271000.0,3922622767.35
TXRH,2013-12-31,2013,24.47,7.0089E7,1715077830.0,94874000.0,51233000.0,1671436830.0
TXRH,2012-12-25,2012,17.62,7.0026E7,1233858120.0,81746000.0,51602000.0,1203714120.0
TXRH,2011-12-27,2011,15.23,7.0829E7,1078725670.0,73731000.0,61905000.0,1066899670.0
TXRH,2010-12-28,2010,17.32,7.176729E7,1243009462.8,82215000.0,52180000.0,1212974462.8
TXRH,2009-12-29,2009,11.61,7.0309121E7,816288894.81,46858000.0,101426000.0,870856894.81
LZB,2013-04-27,2013,18.87,5.2351E7,987863370.0,131085000.0,8089000.0,864867370.0
LZB,2012-04-28,2012,15.12,5.1944E7,785393280.0,152370000.0,9760000.0,642783280.0
LZB,2011-04-30,2011,9.55,5.1864806E7,495308897.3,115262000.0,35057000.0,415103897.3
LZB,2010-04-24,2010,13.05,5.1546239E7,672678418.95,108427000.0,47983000.0,612234418.95
CVGI,2013-12-31,2013,7.12,2.8584E7,203518080.0,72695000.0,250000000.0,380823080.0
CVGI,2012-12-31,2012,8.4,2.823E7,237132000.0,68369000.0,250000000.0,418763000.0
CVGI,2011-12-31,2011,11.02,0.0,0.0,0.0,0.0,0.0
CVGI,2010-12-31,2010,14.93,2.8545253E7,426180627.29,42591000.0,164987000.0,548576627.29
CVGI,2009-12-31,2009,5.64,2.2746616E7,128290914.24,9524000.0,162644000.0,281410914.24
MUSA,2013-12-31,2013,39.05,4.6743E7,1825314149.9999998,294741000.0,561578000.0,2092151149.9999998
CNK,2013-12-31,2013,32.67,1.13896E8,3720982320.0,599929000.0,1832800000.0,4953853320.0
CNK,2012-12-31,2012,26.76,1.13216E8,3029660160.0,742664000.0,1764010000.0,4051006160.0
CNK,2011-12-31,2011,19.92,0.0,0.0,0.0,0.0,0.0
CNK,2010-12-31,2010,17.9,1.13443019E8,2030630040.1,464997000.0,1672601000.0,3238234040.1
CNK,2009-12-31,2009,12.79,1.0935676E8,1398672960.3999999,437936000.0,1684073000.0,2644809960.3999996
MTN,2013-07-31,2013,62.5,3.5859E7,2241187500.0,138604000.0,796922000.0,2899505500.0
MTN,2012-07-31,2012,50.89,3.6004E7,1832243560.0,46053000.0,490765000.0,2276955560.0
MTN,2011-07-31,2011,46.84,3.6009E7,1686661560.0000002,70143000.0,491743000.0,2108261560.0000002
MTN,2010-07-31,2010,35.07,3.6293774E7,1272822654.18,26579000.0,526711000.0,1772954654.18
MTN,2009-07-31,2009,27.57,3.6434853E7,1004508897.21,80363000.0,491960000.0,1416105897.21
BJRI,2013-01-01,2013,31.97,2.7994E7,894968180.0,15074000.0,18645000.0,898539180.0
BJRI,2012-01-03,2012,51.82,2.7631E7,1431838420.0,22391000.0,15219000.0,1424666420.0
BJRI,2010-12-28,2010,36.45,2.7221222E7,992213541.9000001,31518000.0,0.0,960695541.9000001
BJRI,2009-12-29,2009,21.11,2.6774191E7,565203172.01,44906000.0,5000000.0,525297172.01
EVRI,2013-12-31,2013,9.42,6.6014E7,621851880.0,114254000.0,103000000.0,610597880.0
EVRI,2012-12-31,2012,7.67,6.5933E7,505706110.0,153020000.0,121500000.0,474186110.0
EVRI,2011-12-31,2011,4.31,6.4673E7,278740630.0,55535000.0,174000000.0,397205630.0
EVRI,2010-12-31,2010,2.41,6.4865731E7,156326411.71,61091000.0,0.0,95235411.71000001
EVRI,2009-12-31,2009,7.61,7.040158E7,535756023.8,85137000.0,0.0,450619023.8
PII,2013-12-31,2013,127.69,6.8535E7,8751234150.0,92248000.0,7123000.0,8666109150.0
PII,2012-12-31,2012,86.45,6.8849E7,5951996050.0,417015000.0,7179000.0,5542160050.0
PII,2011-12-31,2011,64.03,6.8792E7,4404751760.0,325336000.0,7253000.0,4086668760.0
PII,2010-12-31,2010,37.49,0.0,0.0,0.0,0.0,0.0
PII,2009-12-31,2009,22.11,6.5400264E7,1445999837.04,140240000.0,200000000.0,1505759837.04
SCI,2013-12-31,2013,17.58,2.11811E8,3723637379.9999995,144873000.0,3301910000.0,6880674380.0
SCI,2012-12-31,2012,15.01,2.15712E8,3237837120.0,92708000.0,1948050000.0,5093179120.0
SCI,2011-12-31,2011,11.11,2.34242E8,2602428620.0,128569000.0,1884670000.0,4358529620.0
SCI,2010-12-31,2010,8.67,0.0,0.0,0.0,0.0,0.0
SCI,2009-12-31,2009,7.67,2.53384884E8,1943462060.28,179745000.0,1890489000.0,3654206060.2799997
BERY,2013-09-28,2013,20.02,1.13486E8,2271989720.0,142000000.0,3946000000.0,6075989720.0
BERY,2012-09-29,2012,14.2,0.0,0.0,87000000.0,4471000000.0,4384000000.0
CCK,2013-12-31,2013,41.09,1.395E8,5732055000.0,689000000.0,3563000000.0,8606055000.0
CCK,2012-12-31,2012,38.54,1.461E8,5630694000.0,350000000.0,3404000000.0,8684694000.0
CCK,2011-12-31,2011,36.11,1.517E8,5477887000.0,342000000.0,3404000000.0,8539887000.0
CCK,2010-12-31,2010,33.17,0.0,0.0,0.0,0.0,0.0
CCK,2009-12-31,2009,23.81,1.60661823E8,3825358005.6299996,459000000.0,2798000000.0,6164358005.629999
CPS,2013-12-31,2013,57.15,1.4679369E7,838925938.35,184370000.0,684424000.0,1338979938.35
CPS,2012-12-31,2012,38.2,0.0,0.0,270555000.0,450809000.0,180254000.0
CPS,2011-12-31,2011,37.5,0.0,0.0,361745000.0,488652000.0,126907000.0
HIBB,2013-02-02,2013,53.6,2.6132E7,1400675200.0,76911000.0,2852000.0,1326616200.0
HIBB,2012-01-28,2012,49.95,2.6978E7,1347551100.0,55138000.0,2245000.0,1294658100.0
HIBB,2011-01-29,2011,31.41,2.8426E7,892860660.0,75517000.0,2557000.0,819900660.0
HIBB,2010-01-30,2010,23.53,2.8663971E7,674463237.63,49691000.0,269000.0,625041237.63
LGIH,2013-12-31,2013,17.12,0.0,0.0,54068733.0,35535260.0,-18533473.0
CMG,2013-12-31,2013,493.96,3.0957E7,15291519720.0,323203000.0,192739000.0,15161055720.0
CMG,2012-12-31,2012,308.36,3.1513E7,9717348680.0,322553000.0,167057000.0,9561852680.0
CMG,2011-12-31,2011,367.69,3.1217E7,11478178730.0,401243000.0,143284000.0,11220219730.0
CMG,2010-12-31,2010,219.43,0.0,0.0,0.0,123667000.0,123667000.0
CMG,2009-12-31,2009,96.46,3.1693541E7,3057158964.8599997,219566000.0,0.0,2837592964.8599997
DNKN,2013-12-28,2013,46.56,1.06501733E8,4958720688.4800005,256933000.0,1823609000.0,6525396688.4800005
DNKN,2012-12-29,2012,36.55,1.14584063E8,4188047502.6499996,252618000.0,1849958000.0,5785387502.65
DNKN,2011-12-31,2011,27.71,0.0,0.0,246715000.0,1468309000.0,1221594000.0
FRAN,2013-02-02,2013,313.32,4.2087E7,13186698840.0,29877000.0,0.0,13156821840.0
FRAN,2012-01-28,2012,281.88,4.2087E7,11863483560.0,14046000.0,22000000.0,11871437560.0
PKG,2013-12-31,2013,63.98,9.6579E7,6179124420.0,190960000.0,2547845000.0,8536009420.0
PKG,2012-12-31,2012,38.6,9.6384E7,3720422400.0,207393000.0,793630000.0,4306659400.0
PKG,2011-12-31,2011,28.33,9.9281E7,2812630730.0,156313000.0,794166000.0,3450483730.0
PKG,2010-12-31,2010,28.02,0.0,0.0,0.0,0.0,0.0
PKG,2009-12-31,2009,22.04,1.02983542E8,2269757265.68,260727000.0,680878000.0,2689908265.68
MDCA,2013-12-31,2013,23.88,4.7108406E7,1124948735.28,102007000.0,665128000.0,1688069735.28
MDCA,2012-12-31,2012,8.37,2.9120373E7,243737522.01,60330000.0,431703000.0,615110522.01
MDCA,2011-12-31,2011,8.67,2.9120373E7,252473633.91,8096000.0,385174000.0,629551633.91
MDCA,2010-12-31,2010,11.21,4.4193539E7,495409572.19000006,10949000.0,286216000.0,770676572.19
MDCA,2009-12-31,2009,5.53,4.2339786E7,234139016.58,51926000.0,217946000.0,400159016.58000004
WLH,2013-12-31,2013,21.75,2.4736841E7,538026291.75,171672000.0,45860000.0,412214291.75
WLH,2012-12-31,2012,3.88,1.03037842E8,399786826.96,71075000.0,13248000.0,341959826.96
CETV,2013-12-31,2013,3.03,1.25723E8,380940690.0,104996000.0,965448000.0,1241392690.0
CETV,2012-12-31,2012,5.93,7.6919E7,456129670.0,140393000.0,1220791000.0,1536527670.0
CETV,2011-12-31,2011,7.01,6.4385E7,451338850.0,186386000.0,1324369000.0,1589321850.0
CETV,2010-12-31,2010,18.25,0.0,0.0,244050000.0,1359784000.0,1115734000.0
CETV,2009-12-31,2009,28.51,6.1337112E7,1748721063.1200001,445954000.0,1377868000.0,2680635063.12
PZZA,2013-12-29,2013,46.89,4.3387E7,2034416430.0,13670000.0,157900000.0,2178646430.0
PZZA,2012-12-30,2012,28.16,2.3458E7,660577280.0,16396000.0,88258000.0,732439280.0
PZZA,2011-12-25,2011,19.5,2.5043E7,488338500.0,18942000.0,51489000.0,520885500.0
PZZA,2010-12-26,2010,14.45,2.6328E7,380439600.0,46225000.0,99017000.0,433231600.0
PZZA,2009-12-27,2009,11.49,5.647971E7,648951867.9,25457000.0,99050000.0,722544867.9
POOL,2013-12-31,2013,54.37,4.6282E7,2516352340.0,8006000.0,246418000.0,2754764340.0
POOL,2012-12-31,2012,45.6,4.6937E7,2140327200.0,12463000.0,230882000.0,2358746200.0
POOL,2011-12-31,2011,33.91,4.8158E7,1633037779.9999998,17487000.0,247300000.0,1862850779.9999998
POOL,2010-12-31,2010,24.35,4.9469E7,1204570150.0,9721000.0,198700000.0,1393549150.0
POOL,2009-12-31,2009,18.36,4.8956905E7,898848775.8,15843000.0,248936000.0,1131941775.8
COLM,2013-12-31,2013,38.15,3.4378E7,1311520700.0,437489000.0,0.0,874031700.0
COLM,2012-12-31,2012,25.42,3.384E7,860212800.0,290781000.0,156000.0,569587800.0
COLM,2011-12-31,2011,23.0,3.3808E7,777584000.0,241034000.0,0.0,536550000.0
COLM,2010-12-31,2010,30.59,6.7275396E7,2057954363.64,234257000.0,0.0,1823697363.64
COLM,2009-12-31,2009,20.69,6.7593266E7,1398504673.5400002,386664000.0,0.0,1011840673.5400002
CBD,2013-12-31,2013,45.17,1.115846399831E8,5040278188.036627,3543837357.0521,4036848792.8844,5533289623.868927
CBD,2012-12-31,2012,43.91,1.27007613958E8,5576904328.89578,3458394826.7448,5163706686.1884,7282216188.33938
CBD,2011-12-31,2011,38.19,1.393885839142E8,5323250019.683298,2664855227.882,5990675067.0241,8649069858.825397
CBD,2010-12-31,2010,41.65,1.535252939759E8,6394328494.096234,2299996385.5422,5133290963.8554,9227623072.409435
CBD,2009-12-31,2009,33.73,1.350455470723E8,4555086302.748678,1344389781.8599,2459485074.6268997,5670181595.515678
RUSHA,2013-12-31,2013,27.94,3.9405E7,1100975700.0,217305000.0,482781000.0,1366451700.0
RUSHA,2012-12-31,2012,23.86,3.8643189E7,922026489.54,198773000.0,399664000.0,1122917489.54
RUSHA,2011-12-31,2011,22.73,0.0,0.0,0.0,0.0,0.0
RUSHA,2010-12-31,2010,18.87,3.7373632E7,705240435.84,168976000.0,532141000.0,1068405435.84
RUSHA,2009-12-31,2009,11.36,3.7119056E7,421672476.15999997,149095000.0,433202000.0,705779476.16
WMS,2013-03-31,2013,25.15,0.0,0.0,1361000.0,349990000.0,348629000.0
FOSL,2013-12-28,2013,127.27,5.7401E7,7305425270.0,320479000.0,508154000.0,7493100270.0
FOSL,2012-12-29,2012,87.05,6.0959E7,5306480950.0,177236000.0,77934000.0,5207178950.0
FOSL,2011-01-01,2011,72.78,6.6701E7,4854498780.0,392794000.0,9827000.0,4471531780.0
FOSL,2010-01-02,2010,31.36,6.6735302E7,2092819070.72,405175000.0,8156000.0,1695800070.72
FOXF,2013-12-31,2013,16.62,3.4571E7,574570020.0,1683000.0,8000000.0,580887020.0
LEG,2013-12-31,2013,29.87,1.452E8,4337124000.0,272700000.0,869500000.0,4933924000.0
LEG,2012-12-31,2012,29.7,1.44300785E8,4285733314.5,359100000.0,1055400000.0,4982033314.5
LEG,2011-12-31,2011,22.04,1.45412069E8,3204882000.7599998,236300000.0,835800000.0,3804382000.7599998
LEG,2010-12-31,2010,22.62,0.0,0.0,244500000.0,764400000.0,519900000.0
LEG,2009-12-31,2009,18.26,1.52108042E8,2777492846.92,260500000.0,799400000.0,3316392846.92
BC,2013-12-31,2013,42.51,9.12E7,3876912000.0,356500000.0,459800000.0,3980212000.0
BC,2012-12-31,2012,36.03,8.98E7,3235494000.0,284300000.0,570100000.0,3521294000.0
BC,2011-12-31,2011,20.97,8.93E7,1872621000.0,338200000.0,691900000.0,2226321000.0
BC,2010-12-31,2010,19.7,8.8656402E7,1746531119.3999999,551400000.0,830600000.0,2025731119.3999999
BC,2009-12-31,2009,10.73,8.8298669E7,947444718.37,526600000.0,850900000.0,1271744718.37
SSP,2013-12-31,2013,16.6,5.6516E7,938165600.0000001,221255000.0,200000000.0,916910600.0000001
SSP,2012-12-31,2012,9.74,5.4907E7,534794180.0,242642000.0,196100000.0,488252180.0
SSP,2011-12-31,2011,7.44,0.0,0.0,0.0,0.0,0.0
SSP,2010-12-31,2010,8.08,5.7926242E7,468044035.36,207424000.0,0.0,260620035.36
SSP,2009-12-31,2009,6.03,5.4623691E7,329380856.73,7681000.0,35916000.0,357615856.73
PVH,2013-02-03,2013,125.07,7.0392E7,8803927440.0,892209000.0,2299642000.0,10211360440.0
PVH,2012-01-29,2012,83.34,6.7158E7,5596947720.0,233197000.0,1902876000.0,7266626720.0
PVH,2011-01-30,2011,59.08,0.0,0.0,498718000.0,2364002000.0,1865284000.0
PVH,2010-01-31,2010,44.14,5.1736328E7,2283641517.92,480882000.0,399584000.0,2202343517.92
ASNA,2013-07-27,2013,17.31,1.573E8,2722863000.0,186400000.0,135600000.0,2672063000.0
