symbol,date,year,Stock Price,Number of Shares,Market Capitalization,- Cash & Cash Equivalents,+ Total Debt,Enterprise Value
IP,2009-12-31,2009,25.65,4.33094767E8,11108880773.55,1892000000.0,9033000000.0,18249880773.55
DAN,2013-12-31,2013,19.5,1.464E8,2854800000.0,1256000000.0,1624000000.0,3222800000.0
DAN,2012-12-31,2012,16.06,1.48E8,2376880000.0,1059000000.0,101000000.0,1418880000.0
DAN,2011-12-31,2011,14.64,1.466E8,2146224000.0,931000000.0,902000000.0,2117224000.0
DAN,2010-12-31,2010,17.5,1.41214869E8,2471260207.5,1090000000.0,947000000.0,2328260207.5
DAN,2009-12-31,2009,10.31,1.39247408E8,1435640776.48,947000000.0,1003000000.0,1491640776.48
BBY,2013-02-02,2013,17.77,3.386E8,6016922000.0,1826000000.0,1700000000.0,5890922000.0
BBY,2012-03-03,2012,23.64,3.663E8,8659332000.0,1199000000.0,1728000000.0,9188332000.0
BBY,2011-02-26,2011,29.35,4.061E8,11919035000.0,1103000000.0,1152000000.0,11968035000.0
BBY,2010-02-27,2010,43.0,4.168E8,17922400000.0,1826000000.0,1139000000.0,17235400000.0
SBH,2013-09-30,2013,26.3,1.71682E8,4515236600.0,47115000.0,1690703000.0,6158824600.0
SBH,2012-09-30,2012,23.49,1.8342E8,4308535800.0,240220000.0,1617230000.0,5685545800.0
SBH,2011-09-30,2011,19.23,1.8302E8,3519474600.0,63481000.0,1413115000.0,4869108600.0
SBH,2010-09-30,2010,12.17,1.81985E8,2214757450.0,59494000.0,1562636000.0,3717899450.0
SBH,2009-09-30,2009,6.75,1.82104996E8,1229208723.0,54447000.0,1677530000.0,2852291723.0
YUM,2013-12-28,2013,48.77,4.52E8,22044040000.0,573000000.0,2989000000.0,24460040000.0
YUM,2012-12-29,2012,46.43,4.61E8,21404230000.0,776000000.0,2942000000.0,23570230000.0
YUM,2011-12-31,2011,45.78,4.69E8,21470820000.0,1198000000.0,3317000000.0,23589820000.0
YUM,2010-12-25,2010,34.72,474.0,16457.28,1426000000.0,3588000000.0,2162016457.2799997
YUM,2009-12-26,2009,24.64,0.0,0.0,353000000.0,3266000000.0,2913000000.0
GIII,2013-01-31,2013,18.32,2.0006E7,366509920.0,27360000.0,84778000.0,423927920.0
GIII,2012-01-31,2012,12.34,0.0,0.0,0.0,0.0,0.0
GIII,2011-01-31,2011,19.44,3.8597694E7,750339171.36,10045000.0,0.0,740294171.36
GIII,2010-01-31,2010,10.4,3.3724138E7,350731035.2,46813000.0,0.0,303918035.2
GT,2013-03-31,2013,12.96,0.0,0.0,2386000000.0,6474000000.0,4088000000.0
GT,2012-12-31,2012,12.58,2.45E8,3082100000.0,2281000000.0,4984000000.0,5785100000.0
GT,2011-12-31,2011,13.92,2.44E8,3396480000.0,2772000000.0,4945000000.0,5569480000.0
GT,2010-12-31,2010,9.88,0.0,0.0,0.0,0.0,0.0
GT,2009-12-31,2009,14.11,2.42153987E8,3416792756.5699997,1922000000.0,4520000000.0,6014792756.57
ILG,2013-12-01,2013,27.7292,0.0,0.0,48000000.0,253000000.0,205000000.0
APTV,2013-12-31,2013,51.11,3.1082E8,15886010200.0,1389000000.0,2412000000.0,16909010200.0
APTV,2012-12-31,2012,32.59,3.2294E8,10524614600.000002,1105000000.0,2464000000.0,11883614600.000002
APTV,2011-12-31,2011,22.7,3.2824451E8,7451150377.0,1372000000.0,2103000000.0,8182150377.0
CTB,2013-12-31,2013,22.84,6.3327E7,1446388680.0,397731000.0,338827000.0,1387484680.0
CTB,2012-12-31,2012,25.71,6.2561E7,1608443310.0,351817000.0,338461000.0,1595087310.0
CTB,2011-12-31,2011,14.97,0.0,0.0,0.0,0.0,0.0
CTB,2010-12-31,2010,23.0,6.1491551E7,1414305673.0,415633000.0,473556000.0,1472228673.0
CTB,2009-12-31,2009,17.03,6.0497721E7,1030276188.6300001,429200000.0,503205000.0,1104281188.63
SKX,2013-12-31,2013,9.76,5.0363E7,491542880.0,372011000.0,128516000.0,248047880.0
SKX,2012-12-31,2012,6.19,4.9495E7,306374050.0,325826000.0,116849000.0,97397050.0
SKX,2011-12-31,2011,4.08,0.0,0.0,0.0,0.0,0.0
SKX,2010-12-31,2010,7.0,1.42883307E8,1000183149.0,233558000.0,81980000.0,848605149.0
SKX,2009-12-31,2009,9.35,1.39283076E8,1302296760.6,265675000.0,18176000.0,1054797760.5999999
PHM,2013-12-31,2013,18.5,3.83077E8,7086924500.0,1580329000.0,105664000.0,5612259500.0
PHM,2012-03-31,2012,8.59,0.0,0.0,1211735000.0,0.0,-1211735000.0
PHM,2011-12-31,2011,6.08,3.79877E8,2309652160.0,1083071000.0,0.0,1226581160.0
PHM,2010-12-31,2010,6.54,3.78585E8,2475945900.0,1470625000.0,0.0,1005320900.0
PHM,2009-12-31,2009,9.31,3.80367107E8,3541217766.17,1890610000.0,0.0,1650607766.17
FL,2013-02-02,2013,34.49,1.512E8,5214888000.0,880000000.0,471000000.0,4805888000.0
FL,2012-01-28,2012,28.89,1.53E8,4420170000.0,851000000.0,443000000.0,4012170000.0
FL,2011-01-29,2011,19.87,0.0,0.0,696000000.0,403000000.0,-293000000.0
FL,2010-01-30,2010,13.45,1.56514695E8,2105122647.75,582000000.0,138000000.0,1661122647.75
BBBY,2013-03-02,2013,63.82,2.24623E8,14335439860.0,564971000.0,0.0,13770468860.0
BBBY,2012-02-25,2012,67.23,2.40016E8,16136275680.000002,1003166000.0,0.0,15133109680.000002
BBBY,2011-02-26,2011,47.32,2.54297E8,12033334040.0,1183587000.0,0.0,10849747040.0
BBBY,2010-02-27,2010,43.9,2.57755E8,11315444500.0,1096100000.0,0.0,10219344500.0
MAR,2013-12-31,2013,49.31,3.05E8,15039550000.0,126000000.0,3153000000.0,18066550000.0
MAR,2012-12-28,2012,39.56,3.226E8,12762056000.0,88000000.0,2935000000.0,15609056000.0
MAR,2011-12-30,2011,34.57,3.501E8,12102957000.0,102000000.0,2171000000.0,14171957000.0
MAR,2010-01-01,2010,24.72,0.0,0.0,115000000.0,2298000000.0,2183000000.0
SHOO,2013-12-31,2013,25.48,6.4583E7,1645574840.0,180275000.0,0.0,1465299840.0
SHOO,2012-12-31,2012,19.96,4.3019E7,858659240.0,168777000.0,0.0,689882240.0
SHOO,2011-12-31,2011,15.61,4.2264E7,659741040.0,102830000.0,69000.0,556980040.0
SHOO,2010-12-31,2010,13.73,9.3630418E7,1285545639.14,66151000.0,0.0,1219394639.14
SHOO,2009-12-31,2009,7.12,9.1797406E7,653597530.72,69266000.0,0.0,584331530.72
ANF,2013-02-02,2013,46.31,8.194E7,3794641400.0,643505000.0,0.0,3151136400.0
ANF,2012-01-28,2012,48.02,8.6848E7,4170440960.0000005,583495000.0,57851000.0,3644796960.0000005
ANF,2011-01-29,2011,57.37,8.8061E7,5052059570.0,826353000.0,68566000.0,4294272570.0
ANF,2010-01-30,2010,36.82,8.7982548E7,3239517417.36,669950000.0,71213000.0,2640780417.36
MTOR,2013-09-30,2013,7.0,9.71E7,679700000.0,318000000.0,1138000000.0,1499700000.0
MTOR,2012-09-30,2012,4.38,9.59E7,420042000.0,257000000.0,1060000000.0,1223042000.0
MTOR,2011-09-30,2011,10.24,9.41E7,963584000.0,0.0,0.0,963584000.0
MTOR,2010-09-30,2010,16.58,9.4075867E7,1559777874.86,343000000.0,1029000000.0,2245777874.8599997
MTOR,2009-09-30,2009,7.81,7.3956246E7,577598281.26,95000000.0,1092000000.0,1574598281.26
EVC,2013-12-31,2013,6.05,8.7401123E7,528776794.15,43822000.0,364063000.0,849017794.15
EVC,2012-12-31,2012,1.9,8.5882646E7,163177027.4,0.0,340664000.0,503841027.4
EVC,2011-12-31,2011,1.85,8.5051066E7,157344472.1,58719000.0,379662000.0,478287472.1
EVC,2010-12-31,2010,2.15,8.4515894E7,181709172.1,73199000.0,396119000.0,504629172.1
EVC,2009-12-31,2009,2.97,8.3822605E7,248953136.85000002,27666000.0,363949000.0,585236136.85
TSCO,2013-12-28,2013,70.46,1.35938869E8,9578252709.74,142743000.0,1238000.0,9436747709.74
TSCO,2012-02-29,2012,45.28,0.0,0.0,0.0,0.0,0.0
TSCO,2011-02-23,2011,28.37,0.0,0.0,0.0,0.0,0.0
TSCO,2010-12-25,2010,23.81,1.42049734E8,3382204166.54,257339000.0,1708000.0,3126573166.54
TSCO,2009-12-26,2009,12.81,1.45823868E8,1868003749.0800002,172851000.0,1407000.0,1696559749.0800002
URBN,2013-01-31,2013,40.81,1.45253691E8,5927803129.71,245327000.0,0.0,5682476129.71
URBN,2012-01-31,2012,28.4,1.54025589E8,4374326727.599999,145273000.0,0.0,4229053727.5999994
URBN,2011-01-31,2011,37.93,1.66896322E8,6330377493.46,340257000.0,0.0,5990120493.46
URBN,2010-01-31,2010,33.11,1.68499638E8,5579023014.18,159024000.0,0.0,5419999014.18
ETM,2013-12-31,2013,10.18,3.7417807E7,380913275.26,12231000.0,517124000.0,885806275.26
ETM,2012-12-31,2012,6.25,3.6906468E7,230665425.0,8923000.0,569941000.0,791683425.0
ETM,2011-12-31,2011,5.48,3.636941E7,199304366.8,3625000.0,602224000.0,797903366.8
ETM,2010-12-31,2010,8.85,3.7111505E7,328436819.25,3768000.0,662758000.0,987426819.25
ETM,2009-12-31,2009,6.14,3.9144499E7,240347223.85999998,10751000.0,748362000.0,977958223.86
TPH,2013-12-31,2013,19.18,3.0775989E7,590283469.02,35261000.0,147212000.0,702234469.02
IGT,2013-12-31,2013,17.33,0.0,0.0,576503438.7895,4042242090.784,3465738651.9945
BLMN,2013-12-31,2013,25.36,1.22972E8,3118569920.0,209871000.0,1419143000.0,4327841920.0
BLMN,2012-12-31,2012,16.05,1.11999E8,1797583950.0,261690000.0,1494440000.0,3030333950.0
GNTX,2013-12-31,2013,16.36,1.43460018E8,2347005894.48,309591724.0,273125000.0,2310539170.48
GNTX,2012-12-31,2012,9.62,1.4309753E8,1376598238.6,389678664.0,0.0,986919574.5999999
GNTX,2011-12-31,2011,15.06,1.42492699E8,2145940046.94,357986774.0,0.0,1787953272.94
GNTX,2010-12-31,2010,16.11,0.0,0.0,348349773.0,0.0,-348349773.0
GNTX,2009-12-31,2009,9.59,2.75671742E8,2643692005.7799997,336108446.0,0.0,2307583559.7799997
RCL,2013-12-31,2013,43.79,2.19638E8,9617948020.0,204687000.0,8074804000.0,17488065020.0
RCL,2012-12-31,2012,35.2,2.1793E8,7671136000.000001,194855000.0,8489947000.0,15966228000.0
RCL,2011-12-31,2011,27.21,2.16983E8,5904107430.0,262186000.0,8495853000.0,14137774430.0
RCL,2010-12-31,2010,41.55,0.0,0.0,419929000.0,9150116000.0,8730187000.0
RCL,2009-12-31,2009,24.51,2.13918139E8,5243133586.89,284619000.0,8419770000.0,13378284586.89
MDC,2013-12-31,2013,28.0,4.8453119E7,1356687332.0,199338000.0,0.0,1157349332.0
MDC,2012-12-31,2012,38.67,4.7660629E7,1843036523.43,160095000.0,0.0,1682941523.43
MDC,2011-12-31,2011,18.79,0.0,0.0,343361000.0,0.0,-343361000.0
MDC,2010-12-31,2010,28.71,0.0,0.0,0.0,0.0,0.0
MDC,2009-12-31,2009,31.11,5.7527548E7,1789682018.28,1234728000.0,0.0,554954018.28
ALV,2013-12-31,2013,66.15,9.55E7,6317325000.000001,1118300000.0,618500000.0,5817525000.000001
ALV,2012-12-31,2012,43.0,9.35E7,4020500000.0,977700000.0,632700000.0,3675500000.0
ALV,2011-12-31,2011,37.87,8.92E7,3378004000.0,739200000.0,666300000.0,3305104000.0
ALV,2010-12-31,2010,54.64,8.73E7,4770072000.0,587700000.0,724800000.0,4907172000.0
ALV,2009-12-31,2009,29.59,8.5092125E7,2517875978.75,472700000.0,1139300000.0,3184475978.75
BYD,2013-12-31,2013,9.56,9.7243E7,929643080.0,177838000.0,4386491000.0,5138296080.0
BYD,2012-12-31,2012,6.67,8.7652E7,584638840.0,192828000.0,4889423000.0,5281233840.0
BYD,2011-12-31,2011,8.8,8.7263E7,767914400.0000001,178756000.0,3390456000.0,3979614400.0
BYD,2010-12-31,2010,10.84,8.6234141E7,934778088.4399999,165117000.0,3461814000.0,4231475088.44
BYD,2009-12-31,2009,7.8,8.6122786E7,671757730.8,109370000.0,2624438000.0,3186825730.8
WGO,2013-08-31,2013,25.96,2.8075E7,728827000.0,64277000.0,0.0,664550000.0
WGO,2012-08-25,2012,12.96,2.9145E7,377719200.0,62683000.0,0.0,315036200.0
WGO,2011-08-27,2011,7.09,2.9126956E7,206510118.04,69307000.0,0.0,137203118.04
WGO,2010-08-28,2010,10.43,2.9112602E7,303644438.86,74691000.0,0.0,228953438.86
WGO,2009-08-29,2009,13.63,2.904E7,395815200.0,36566000.0,9100000.0,368349200.0
FBHS,2013-12-31,2013,43.21,1.655E8,7151255000.0,241400000.0,356000000.0,7265855000.0
FBHS,2012-12-31,2012,32.34,1.606E8,5193804000.000001,336000000.0,320000000.0,5177804000.000001
FBHS,2011-12-31,2011,18.32,1.552E8,2843264000.0,120800000.0,406800000.0,3129264000.0
EXPE,2013-12-31,2013,62.61,1.34912E8,8446840320.0,1021033000.0,1264412000.0,8690219320.0
EXPE,2012-12-31,2012,60.78,1.34203E8,8156858340.0,1293161000.0,1273345000.0,8137042340.0
EXPE,2011-12-31,2011,56.06,1.35888E8,7617881280.0,689134000.0,1263281000.0,8192028280.0
EXPE,2010-12-31,2010,53.58,2.82465E8,15134474700.0,714332000.0,1644894000.0,16065036700.0
EXPE,2009-12-31,2009,51.54,1.44376362E8,7441157697.48,656616000.0,895086000.0,7679627697.48
CROX,2013-12-31,2013,15.24,8.7988798E7,1340949281.52,317144000.0,11670000.0,1035475281.52
CROX,2012-12-31,2012,14.77,8.9571105E7,1322965220.85,294348000.0,4596000.0,1033213220.8499999
CROX,2011-12-31,2011,19.11,0.0,0.0,257587000.0,1118000.0,-256469000.0
CROX,2010-12-31,2010,16.31,8.7248154E7,1423017391.7399998,145583000.0,1901000.0,1279335391.7399998
CROX,2009-12-31,2009,7.35,8.5674356E7,629706516.6,77343000.0,640000.0,553003516.6
QRTEA,2013-12-31,2013,23.89,3.7E7,883930000.0,1256000000.0,7384000000.0,7011930000.0
QRTEA,2012-12-31,2012,16.12,0.0,0.0,2660000000.0,7884000000.0,5224000000.0
QRTEA,2011-12-31,2011,13.56,5.95E8,8068200000.0,847000000.0,6039000000.0,13260200000.0
QRTEA,2010-12-31,2010,13.3,9.0E7,1197000000.0,3179000000.0,7318000000.0,5336000000.0
QRTEA,2009-12-31,2009,9.3,5.96257398E8,5545193801.400001,4835000000.0,9774000000.0,10484193801.400002
TRIP,2013-12-31,2013,77.79,1.42854E8,11112612660.0,351148000.0,328461000.0,11089925660.0
TRIP,2012-12-31,2012,45.52,0.0,0.0,0.0,0.0,0.0
TRIP,2011-12-31,2011,31.64,0.0,0.0,0.0,0.0,0.0
RH,2013-02-02,2013,39.44,9428828.0,371872976.32,8354000.0,114929000.0,478447976.32
VIAB,2013-09-30,2013,83.49,4.862E8,40592838000.0,2403000000.0,11885000000.0,50074838000.0
VIAB,2012-09-30,2012,52.53,5.307E8,27877671000.0,848000000.0,8149000000.0,35178671000.0
VIAB,2011-09-30,2011,44.89,5.873E8,26363897000.0,1021000000.0,7365000000.0,32707897000.0
VIAB,2010-09-30,2010,38.62,0.0,0.0,0.0,0.0,0.0
VIAB,2009-12-31,2009,29.14,6.0700309E8,17688070042.6,298000000.0,6773000000.0,24163070042.6
ETH,2013-06-30,2013,29.79,2.8864E7,859858560.0,72601000.0,131289000.0,918546560.0
ETH,2012-06-30,2012,20.39,28824.0,587721.36,79721000.0,154500000.0,75366721.36
ETH,2011-06-30,2011,18.4,2.8775873E7,529476063.2,94910000.0,165032000.0,599598063.2
ETH,2010-06-30,2010,15.34,2.9114424E7,446615264.15999997,91170000.0,203267000.0,558712264.16
ETH,2009-06-30,2009,12.85,2.8814E7,370259900.0,52960000.0,203148000.0,520447900.0
BGFV,2013-12-29,2013,18.62,2.1765E7,405264300.0,9400000.0,3162000.0,399026300.0
BGFV,2012-01-01,2012,9.24,0.0,0.0,0.0,0.0,0.0
BGFV,2011-01-02,2011,14.18,2.1819662E7,309402807.15999997,5620000.0,51807000.0,355589807.15999997
BGFV,2010-01-03,2010,17.25,2.1535316E7,371484201.0,5765000.0,59137000.0,424856201.0
MCD,2013-12-31,2013,93.8,9.984E8,93649920000.0,2798700000.0,14129800000.0,104981020000.0
MCD,2012-12-31,2012,94.67,1.0101E9,95626167000.0,2336100000.0,13632500000.0,106922567000.0
MCD,2011-12-31,2011,98.69,1.0321E9,101857949000.0,2335700000.0,12500400000.0,112022649000.0
MCD,2010-12-31,2010,73.28,1.066E9,78116480000.0,2387000000.0,11505300000.0,87234780000.0
MCD,2009-12-31,2009,62.43,1.079186614E9,67373620312.02,1796000000.0,10578400000.0,76156020312.01999
AXL,2013-12-31,2013,19.02,7.67E7,1458834000.0,154000000.0,1653200000.0,2958034000.0
AXL,2012-12-31,2012,11.65,7.53E7,877245000.0,62400000.0,1555300000.0,2370145000.0
AXL,2011-12-31,2011,12.06,7.49E7,903294000.0,169200000.0,1265800000.0,1999894000.0
AXL,2010-12-31,2010,14.52,7.1382344E7,1036471634.88,244600000.0,1010000000.0,1801871634.88
AXL,2009-12-31,2009,9.35,5.5565873E7,519540912.54999995,178100000.0,1071400000.0,1412840912.55
SIG,2013-02-02,2013,59.78,8.23E7,4919894000.0,301000000.0,0.0,4618894000.0
SIG,2012-01-28,2012,47.8,8.62E7,4120359999.9999995,486800000.0,0.0,3633559999.9999995
SIG,2011-01-29,2011,43.87,0.0,0.0,0.0,0.0,0.0
SIG,2010-01-30,2010,28.92,8.5511574E7,2472994720.08,316200000.0,324100000.0,2480894720.08
CRI,2013-12-28,2013,68.44,5.6931216E7,3896372423.04,286546000.0,691129000.0,4300955423.04
CRI,2012-12-29,2012,58.76,5.8217503E7,3420860476.2799997,382236000.0,186000000.0,3224624476.2799997
CRI,2011-01-01,2011,27.7,0.0,0.0,247382000.0,236000000.0,-11382000.0
CRI,2010-01-02,2010,26.3,5.6784758E7,1493439135.4,335041000.0,334523000.0,1492921135.4
TILE,2013-12-29,2013,20.79,6.6194E7,1376173260.0,72883000.0,26326000.0,1329616260.0
TILE,2012-01-01,2012,13.28,0.0,0.0,0.0,0.0,0.0
TILE,2011-01-02,2011,16.79,6.3317544E7,1063101563.76,69236000.0,294428000.0,1288293563.76
TILE,2010-01-03,2010,8.04,6.3258444E7,508597889.75999993,115363000.0,294770000.0,688004889.76
CAKE,2013-01-01,2013,34.06,5.3185E7,1811481100.0000002,83569000.0,133344000.0,1861256100.0000002
CAKE,2012-01-03,2012,28.98,5.6378E7,1633834440.0,48211000.0,126742000.0,1712365440.0
CAKE,2010-12-28,2010,31.87,5.8905E7,1877302350.0,81619000.0,67258000.0,1862941350.0
CAKE,2009-12-29,2009,18.83,6.0236593E7,1134255046.1899998,73715000.0,100000000.0,1160540046.1899998
TMHC,2013-12-31,2013,20.24,3.284E7,664681600.0,389181000.0,300693000.0,576193600.0
NWSA,2013-06-30,2013,15.8,5.78821799E8,9145384424.2,2381000000.0,0.0,6764384424.200001
ULTA,2013-02-02,2013,89.79,6.325E7,5679217500.0,320475000.0,208003000.0,5566745500.0
ULTA,2012-01-28,2012,83.81,6.1259E7,5134116790.0,253738000.0,163463000.0,5043841790.0
ULTA,2011-01-29,2011,41.73,5.9456027E7,2481100006.71,111185000.0,0.0,2369915006.71
ULTA,2010-01-30,2010,19.12,5.8103711E7,1110942954.3200002,4017000.0,0.0,1106925954.3200002
JACK,2013-09-29,2013,40.65,4.3351E7,1762218150.0,9644000.0,370282000.0,2122856150.0
JACK,2012-09-30,2012,25.67,4.3999E7,1129454330.0,8469000.0,421228000.0,1542213330.0
JACK,2011-10-02,2011,19.99,4.9302E7,985546979.9999999,11424000.0,468498000.0,1442620980.0
JACK,2010-10-03,2010,23.77,0.0,0.0,0.0,0.0,0.0
JACK,2009-09-27,2009,18.68,7.3950986E7,1381404418.48,53002000.0,425247000.0,1753649418.48
CPRT,2013-07-31,2013,15.65,1.2812E8,2005078000.0,63631000.0,372457000.0,2313904000.0
CPRT,2012-07-31,2012,12.09,1.2812E8,1548970800.0,140112000.0,444120000.0,1852978800.0
CPRT,2011-07-31,2011,11.8,7.5649E7,892658200.0,0.0,375756000.0,1268414200.0
CPRT,2010-07-31,2010,8.8,3.37345408E8,2968639590.4,268188000.0,975000.0,2701426590.4
CPRT,2009-07-31,2009,8.74,3.34148E8,2920453520.0,162691000.0,0.0,2757762520.0
EAT,2013-06-26,2013,39.04,7.1788E7,2802603520.0,59367000.0,807717000.0,3550953520.0
EAT,2012-06-27,2012,32.47,7.8559E7,2550810730.0,59103000.0,615224000.0,3106931730.0
EAT,2011-06-29,2011,24.02,9.0807E7,2181184140.0,81988000.0,524663000.0,2623859140.0
EAT,2010-06-30,2010,15.72,1.02579474E8,1612549331.28,344624000.0,524511000.0,1792436331.28
EAT,2009-06-24,2009,15.92,1.01852E8,1621483840.0,94156000.0,729262000.0,2256589840.0
OMC,2013-12-31,2013,73.98,2.589E8,19153422000.0,2710500000.0,3781100000.0,20224022000.0
OMC,2012-12-31,2012,54.31,2.683E8,14571373000.0,2678300000.0,3789500000.0,15682573000.0
OMC,2011-12-31,2011,46.26,2.79E8,12906540000.0,1781200000.0,2524200000.0,13649540000.0
OMC,2010-12-31,2010,44.82,2.996E8,13428072000.0,2288700000.0,1400000.0,11140772000.0
OMC,2009-12-31,2009,35.3,3.11242E8,10986842600.0,1587000000.0,2257700000.0,11657542600.0
MHK,2013-12-31,2013,141.14,7.1773E7,10130041219.999998,54066000.0,2260008000.0,12335983219.999998
MHK,2012-12-31,2012,101.99,6.8988E7,7036086120.0,477672000.0,1382942000.0,7941356120.0
MHK,2011-12-31,2011,62.11,6.8736E7,4269192960.0,311945000.0,1586439000.0,5543686960.0
MHK,2010-12-31,2010,55.56,0.0,0.0,0.0,0.0,0.0
MHK,2009-12-31,2009,41.41,6.8466576E7,2835200912.16,531458000.0,1854479000.0,4158221912.16
CTAS,2013-05-31,2013,45.54,1.23956E8,5644956240.0,352273000.0,1309166000.0,6601849240.0
CTAS,2012-05-31,2012,38.61,1.29891E8,5015091510.0,339825000.0,1284802000.0,5960068510.0
CTAS,2011-05-31,2011,33.03,0.0,0.0,438106000.0,1286125000.0,848019000.0
CTAS,2010-05-31,2010,23.97,1.52869848E8,3664290256.56,411281000.0,786053000.0,4039062256.56
CTAS,2009-05-31,2009,22.84,1.5279017E8,3489727482.8,129745000.0,786656000.0,4146638482.8
HAS,2013-12-29,2013,51.97,1.30186E8,6765766420.0,682449000.0,968227000.0,7051544420.0
HAS,2012-12-30,2012,37.22,1.30067E8,4841093740.0,849701000.0,1620786000.0,5612178740.0
HAS,2011-12-25,2011,34.27,1.33823E8,4586114210.0,641688000.0,1581302000.0,5525728210.0
HAS,2010-12-26,2010,44.43,0.0,0.0,727796000.0,1412249000.0,684453000.0
HAS,2009-12-27,2009,31.28,1.38412246E8,4329535054.88,636045000.0,1146111000.0,4839601054.88
AN,2013-12-31,2013,49.89,1.213E8,6051657000.0,69200000.0,1839900000.0,7822357000.0
AN,2012-12-31,2012,44.75,1.238E8,5540050000.0,69700000.0,2096100000.0,7566450000.0
AN,2011-12-31,2011,36.37,1.448E8,5266376000.0,86600000.0,1647000000.0,6826776000.0
AN,2010-12-31,2010,28.7,1.569E8,4503030000.0,95100000.0,1348700000.0,5756630000.0
AN,2009-12-31,2009,18.0,1.74474518E8,3140541324.0,173500000.0,1112600000.0,4079641324.0
VC,2013-12-31,2013,81.15,5.0E7,4057500000.0000005,1677000000.0,730000000.0,3110500000.0000005
VC,2012-12-31,2012,55.84,5.29E7,2953936000.0,825000000.0,569000000.0,2697936000.0
VC,2011-12-31,2011,48.24,5.12E7,2469888000.0,723000000.0,599000000.0,2345888000.0
DPZ,2013-12-29,2013,69.86,5.5345554E7,3866440402.44,14383000.0,1536443000.0,5388500402.440001
DPZ,2012-01-01,2012,32.65,5.8918038E7,1923673940.6999998,50292000.0,1451273000.0,3324654940.7
DPZ,2011-01-02,2011,16.88,6.0041774E7,1013505145.1199999,133475000.0,1452156000.0,2332186145.12
DPZ,2010-01-03,2010,11.12,5.8434101E7,649787203.12,133533000.0,1572833000.0,2089087203.12
TTM,2013-03-31,2013,26.73,4.95519699369E7,1324524156.413337,2152283731.2911,12335665236.841599,11507905661.963835
TTM,2012-03-31,2012,27.75,5.30767235293E7,1472879077.9380748,2878348157.0592,11510864377.699299,10105395298.578175
TTM,2011-03-31,2011,25.6,5.68137742623E7,1454432621.11488,2034576461.3486,10304083922.3606,9723940082.12688
TTM,2010-03-31,2010,16.7,5.00793394861E7,836324969.41787,1413049964.3748,11479660224.4389,10902935229.48197
FIVE,2013-02-02,2013,33.18,3.54442E7,1176038556.0,56081000.0,34500000.0,1154457556.0
SIX,2013-12-31,2013,35.44,9.694E7,3435553600.0,169310000.0,1400603000.0,4666846600.0
SIX,2012-12-31,2012,30.88,5.3842E7,1662640960.0,629208000.0,1405206000.0,2438638960.0
SIX,2011-12-31,2011,21.77,5.5075E7,1198982750.0,231427000.0,957236000.0,1924791750.0
HTHT,2013-12-31,2013,6.46,4.03056536433E7,260374522.53571796,66065281.8991,0.0,194309240.63661796
HTHT,2012-12-31,2012,4.24,3.89038202373E7,164952197.80615202,72423669.0186,0.0,92528528.78755201
HTHT,2011-12-31,2011,3.53,3.82537682424E7,135035801.895672,124222874.3655,0.0,10812927.53017199
HTHT,2010-12-31,2010,5.98,3.56997089394E7,213484259.45761204,160809393.9394,0.0,52674865.51821205
PENN,2013-12-31,2013,11.35,7.8111E7,886559850.0,292995000.0,1050792000.0,1644356850.0
PENN,2012-12-31,2012,10.83,7.6345E7,826816350.0,260467000.0,2730570000.0,3296919350.0
PENN,2011-12-31,2011,9.27,7.7991E7,722976570.0,238440000.0,2043165000.0,2527701570.0
PENN,2010-12-31,2010,8.23,0.0,0.0,246385000.0,2171123000.0,1924738000.0
PENN,2009-12-31,2009,6.1,7.8644526E7,479731608.59999996,713118000.0,2341529000.0,2108142608.6
THO,2013-07-31,2013,50.25,5.3005576E7,2663530194.0,236601000.0,15207000.0,2442136194.0
THO,2012-07-31,2012,27.5,5.3845697E7,1480756667.5,218642000.0,15150000.0,1277264667.5
THO,2011-07-31,2011,28.95,5.527134E7,1600105293.0,215435000.0,15828000.0,1400498293.0
THO,2010-07-31,2010,23.51,5.146151E7,1209860100.1000001,247751000.0,0.0,962109100.1000001
THO,2009-07-31,2009,18.43,5.5440924E7,1021776229.3199999,221684000.0,0.0,800092229.3199999
TGNA,2013-12-29,2013,14.52,2.28541E8,3318415320.0,469203000.0,3712900000.0,6562112320.0
TGNA,2012-12-30,2012,10.37,2.32327E8,2409230990.0,175030000.0,1637100000.0,3871300990.0
TGNA,2011-12-25,2011,8.06,2.39228E8,1928177680.0,166926000.0,1995363000.0,3756614680.0
TGNA,2010-12-26,2010,7.76,0.0,0.0,0.0,0.0,0.0
TGNA,2009-12-27,2009,8.29,2.36236708E8,1958402309.3199997,98795000.0,3061951000.0,4921558309.32
THRM,2013-12-31,2013,25.48,3.3652646E7,857469420.08,54885000.0,21439000.0,824023420.08
THRM,2012-12-31,2012,14.38,2.8352864E7,407714184.32,58152000.0,17218000.0,366780184.32
THRM,2011-12-31,2011,15.43,2.2606E7,348810580.0,23839000.0,76247000.0,401218580.0
THRM,2010-12-31,2010,10.98,2.1805247E7,239421612.06,26584000.0,0.0,212837612.06
THRM,2009-12-31,2009,8.15,2.1472492E7,175000809.8,21677000.0,0.0,153323809.8
HLT,2013-12-31,2013,44.45,3.28205128E8,14588717939.6,860000000.0,12723000000.0,26451717939.6
