symbol,date,Stock Price,Number of Shares,Market Capitalization,- Cash & Cash Equivalents,+ Total Debt,Enterprise Value
CHSCN,2016-08-01,29.1,0.0,0.0,279000000.0,5034000000.0,4755000000.0
CHSCN,2015-08-31,27.08,0.0,0.0,953813000.0,1431117000.0,477304000.0
CHSCN,2015-08-01,26.48,0.0,0.0,954000000.0,2597000000.0,1643000000.0
CHSCN,2014-08-31,27.14,0.0,0.0,2133207000.0,1456500000.0,-676707000.0
CHSCN,2014-08-01,27.18,0.0,0.0,2133000000.0,2616000000.0,483000000.0
CHSCL,2019-08-31,27.51,0.0,0.0,211179000.0,1789111000.0,1577932000.0
CHSCL,2018-08-31,27.54,0.0,0.0,450617000.0,1930255000.0,1479638000.0
CHSCL,2018-08-01,28.33,0.0,0.0,451000000.0,4203000000.0,3752000000.0
CHSCL,2017-08-31,29.55,0.0,0.0,181379000.0,2179793000.0,1998414000.0
CHSCL,2017-08-01,28.96,0.0,0.0,181000000.0,4168000000.0,3987000000.0
CHSCL,2016-08-31,30.41,0.0,0.0,279313000.0,2302779000.0,2023466000.0
CHSCL,2016-08-01,28.68,0.0,0.0,279000000.0,5034000000.0,4755000000.0
CHSCL,2015-08-31,27.22,0.0,0.0,953813000.0,1431117000.0,477304000.0
CHSCL,2015-08-01,27.24,0.0,0.0,954000000.0,2597000000.0,1643000000.0
ACU,2019-12-31,24.29,3351731.0,81413545.99,6821883.0,34287905.0,108879567.99
ACU,2018-12-31,17.02,3370744.0,57370062.879999995,4409042.0,40549782.0,93510802.88
ACU,2017-12-31,23.84,3356383.0,80016170.72,9338269.0,43717015.0,114394916.72
ACU,2016-12-31,24.29,3327867.0,80833889.42999999,5910770.0,32935858.0,107858977.42999999
ACU,2015-12-31,13.85,3334790.0,46186841.5,2425891.0,25912652.0,69673602.5
ACU,2014-12-31,18.9,3239753.0,61231331.699999996,2285660.0,24146841.0,83092512.69999999
ACU,2013-12-31,14.52,3167764.0,45995933.28,11643764.0,22911829.0,57263998.28
ACU,2012-12-31,12.12,0.0,0.0,0.0,0.0,0.0
ACU,2011-12-31,9.86,0.0,0.0,0.0,0.0,0.0
ACU,2010-12-31,9.98,3061837.0,30557133.26,6601416.0,13522000.0,37477717.260000005
ACU,2009-12-31,8.9,3258368.0,28999475.200000003,6519065.0,9154000.0,31634410.200000003
ALCO,2019-09-30,32.57,7472000.0,243363040.0,18630000.0,163449000.0,388182040.0
ALCO,2018-09-30,33.37,0.0,0.0,0.0,0.0,0.0
ALCO,2017-09-30,32.55,8300000.0,270165000.0,3395000.0,186476000.0,453246000.0
ALCO,2016-09-30,26.41,8303000.0,219282230.0,6625000.0,197219000.0,409876230.0
ALCO,2015-09-30,42.69,8056000.0,343910640.0,7360000.0,205881000.0,542431640.0
ALCO,2014-09-30,36.82,7362090.0,271072153.8,31020000.0,65898000.0,305950153.8
ALCO,2013-09-30,39.66,0.0,0.0,0.0,0.0,0.0
ALCO,2012-09-30,31.64,0.0,0.0,0.0,0.0,0.0
ALCO,2011-09-30,23.48,7363000.0,172883240.0,1336000.0,57158000.0,228705240.0
ALCO,2010-09-30,25.6,7379229.0,188908262.4,10926000.0,73460000.0,251442262.4
ALCO,2009-09-30,29.08,7370043.0,214320850.44,18794000.0,78928000.0,274454850.44
CHSCO,2019-08-31,27.55,0.0,0.0,211179000.0,1789111000.0,1577932000.0
CHSCO,2018-08-31,28.65,0.0,0.0,450617000.0,1930255000.0,1479638000.0
CHSCO,2018-08-01,28.83,0.0,0.0,451000000.0,4203000000.0,3752000000.0
CHSCO,2017-08-31,29.49,0.0,0.0,181379000.0,2179793000.0,1998414000.0
CHSCO,2017-08-01,28.96,0.0,0.0,181000000.0,4168000000.0,3987000000.0
CHSCO,2016-08-31,30.48,0.0,0.0,279313000.0,2302779000.0,2023466000.0
CHSCO,2016-08-01,29.24,0.0,0.0,279000000.0,5034000000.0,4755000000.0
CHSCO,2015-08-31,28.3,0.0,0.0,953813000.0,1431117000.0,477304000.0
CHSCO,2015-08-01,28.0,0.0,0.0,954000000.0,2597000000.0,1643000000.0
CHSCO,2014-08-31,29.26,0.0,0.0,2133207000.0,1456500000.0,-676707000.0
CHSCO,2014-08-01,29.5,0.0,0.0,2133000000.0,2616000000.0,483000000.0
CHSCO,2013-08-31,26.1,0.0,0.0,1808532000.0,1607032000.0,-201500000.0
CHSCP,2019-08-31,28.07,0.0,0.0,211179000.0,1789111000.0,1577932000.0
CHSCP,2018-08-31,29.63,0.0,0.0,450617000.0,1930255000.0,1479638000.0
CHSCP,2018-08-01,30.45,0.0,0.0,451000000.0,4203000000.0,3752000000.0
CHSCP,2017-08-31,29.67,0.0,0.0,181379000.0,2179793000.0,1998414000.0
CHSCP,2017-08-01,31.2,0.0,0.0,181000000.0,4168000000.0,3987000000.0
CHSCP,2016-08-31,33.23,0.0,0.0,279313000.0,2302779000.0,2023466000.0
CHSCP,2016-08-01,34.24,0.0,0.0,279000000.0,5034000000.0,4755000000.0
CHSCP,2015-08-31,29.88,0.0,0.0,953813000.0,1431117000.0,477304000.0
CHSCP,2015-08-01,30.76,0.0,0.0,954000000.0,2597000000.0,1643000000.0
CHSCP,2014-08-31,30.11,0.0,0.0,2133207000.0,1456500000.0,-676707000.0
CHSCP,2014-08-01,31.55,0.0,0.0,2133000000.0,2616000000.0,483000000.0
CHSCP,2013-08-31,29.75,0.0,0.0,1808532000.0,1607032000.0,-201500000.0
CHSCP,2012-08-31,31.87,0.0,0.0,314029000.0,1440353000.0,1126324000.0
MTEX,2019-12-31,14.93,2391000.0,35697630.0,24762000.0,1102000.0,12037630.0
MTEX,2018-12-31,19.04,2541000.0,48380640.0,21845000.0,1583000.0,28118640.0
MTEX,2017-12-31,14.35,2708000.0,38859800.0,37682000.0,815000.0,1992800.0
MTEX,2016-12-31,19.0,2688000.0,51072000.0,28687000.0,1368000.0,23753000.0
MTEX,2015-12-31,17.6,2680000.0,47168000.00000001,31994000.0,1782000.0,16956000.000000007
MTEX,2014-12-31,18.7,2663000.0,49798100.0,27999000.0,1753000.0,23552100.0
MTEX,2013-12-31,15.13,2650000.0,40094500.0,20395000.0,1154000.0,20853500.0
MTEX,2012-12-31,6.0,2648000.0,15888000.0,14377000.0,1718000.0,3229000.0
MTEX,2011-12-31,4.51,2649000.0,11946990.0,18057000.0,2210000.0,-3900010.0
MTEX,2010-12-31,16.9,2.6488E7,447647199.99999994,21584000.0,2532000.0,428595199.99999994
MTEX,2009-12-31,30.3,2648079.0,80236793.7,18655000.0,1915000.0,63496793.7
SENEB,2019-03-31,29.31,9652.0,282900.12,11480000.0,272663000.0,261465900.12
SENEB,2018-03-31,32.25,9769.0,315050.25,15102000.0,423947000.0,409160050.25
SENEB,2018-03-01,33.0,0.0,0.0,15000000.0,424000000.0,409000000.0
SENEB,2017-03-31,40.2,9785000.0,393357000.0,11992000.0,337472000.0,718837000.0
SENEB,2017-03-01,40.1,0.0,0.0,12000000.0,337000000.0,325000000.0
SENEB,2016-03-31,33.5,9878000.0,330913000.0,8602000.0,315782000.0,638093000.0
SENEB,2016-03-01,32.2,0.0,0.0,9000000.0,316000000.0,307000000.0
SENEB,2015-03-31,32.05,1.069E7,342614499.99999994,10608000.0,274164000.0,606170500.0
SENEB,2015-03-01,32.75,0.0,0.0,11000000.0,284000000.0,273000000.0
SENEB,2014-03-31,30.78,1.0747E7,330792660.0,13839000.0,218516000.0,535469660.0
SENEB,2014-03-01,30.52,0.0,0.0,14000000.0,231000000.0,217000000.0
SENEB,2013-03-31,30.56,1.1147E7,340652320.0,14104000.0,270186000.0,596734320.0
SENEB,2012-03-31,26.0,0.0,0.0,9420000.0,234209000.0,224789000.0
