symbol,date,year,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
SBGI,2015-12-31,2015,33.0,95003000.0,3135099000.0,149972000.0,3672326000.0,6657453000.0
SBGI,2016-12-31,2016,33.65,93567000.0,3148529550.0,259984000.0,4018536000.0,6907081550.0
SBGI,2017-12-31,2017,38.45,99844000.0,3839001800.0000005,681326000.0,3876783000.0,7034458800.0
SBGI,2018-12-31,2018,30.8,100913000.0,3108120400.0,1060330000.0,3892455000.0,5940245400.0
SBGI,2019-12-31,2019,30.93,92015000.0,2846023950.0,1333000000.0,255000000.0,1768023950.0
SBH,2009-09-30,2009,6.75,-19124390809.0,-129089637960.75,54447000.0,24517000.0,-129119567960.75
SBH,2010-09-30,2010,12.17,181985000.0,2214757450.0,59494000.0,1562636000.0,3717899450.0
SBH,2011-09-30,2011,19.23,183020000.0,3519474600.0,63481000.0,1413115000.0,4869108600.0
SBH,2012-09-30,2012,23.49,183420000.0,4308535800.0,240220000.0,1617230000.0,5685545800.0
SBH,2013-09-30,2013,26.3,171682000.0,4515236600.0,47115000.0,1690703000.0,6158824600.0
SBH,2014-09-30,2014,29.25,159933000.0,4678040250.0,106575000.0,1811641000.0,6383106250.0
SBH,2015-09-30,2015,23.51,156353000.0,3675859030.0000005,140038000.0,1787594000.0,5323415030.0
SBH,2016-09-30,2016,25.6,147179000.0,3767782400.0,86622000.0,1784010000.0,5465170400.0
SBH,2017-09-30,2017,17.25,137533000.0,2372444250.0,63759000.0,1867935000.0,4176620250.0
SBH,2018-09-30,2018,18.05,123190000.0,2223579500.0,77295000.0,1774309000.0,3920593500.0
SBH,2019-09-30,2019,16.78,119636000.0,2007492080.0000002,71495000.0,1594543000.0,3530540080.0
SBUX,2009-09-27,2009,9.55,738000000.0,7047900000.000001,599000000.0,147000000.0,6595900000.000001
SBUX,2010-10-03,2010,14.44,744400000.0,10749136000.0,1164000000.0,549000000.0,10134136000.0
SBUX,2011-10-02,2011,20.62,748300000.0,15429946000.0,1148100000.0,549500000.0,14831346000.0
SBUX,2012-09-30,2012,22.93,754400000.0,17298392000.0,1188600000.0,549600000.0,16659392000.0
SBUX,2013-09-29,2013,39.81,749300000.0,29829633000.0,2575700000.0,1299400000.0,28553333000.0
SBUX,2014-09-28,2014,38.53,753100000.0,29016943000.0,1708400000.0,2048300000.0,29356843000.0
SBUX,2015-09-27,2015,62.71,1495900000.0,93807889000.0,1530100000.0,2347500000.0,94625289000.0
SBUX,2016-10-02,2016,52.5,1471600000.0,77259000000.0,2128800000.0,3602200000.0,78732400000.0
SBUX,2017-10-01,2017,54.84,1449500000.0,79490580000.0,2462300000.0,3932600000.0,80960880000.0
SBUX,2018-09-30,2018,58.59,1382700000.0,81012393000.0,8756300000.0,9440100000.0,81696193000.0
SBUX,2019-09-29,2019,84.13,1221200000.0,102739556000.0,2686600000.0,11167000000.0,111219956000.0
SCHL,2009-05-31,2009,19.79,43333333.0,857566660.0699999,143000000.0,53000000.0,767566660.0699999
SCHL,2010-05-31,2010,24.12,186666666.0,4502399983.92,244000000.0,50000000.0,4308399983.92
SCHL,2011-05-31,2011,26.6,0.0,0.0,105300000.0,160400000.0,55100000.0
SCHL,2012-05-31,2012,28.14,31200000.0,877968000.0,194900000.0,159300000.0,842368000.0
SCHL,2013-05-31,2013,29.29,31800000.0,931422000.0,87400000.0,57700000.0,901722000.0
SCHL,2014-05-31,2014,34.09,32000000.0,1090880000.0,20900000.0,120000000.0,1189980000.0
SCHL,2015-05-31,2015,44.13,32700000.0,1443051000.0,506800000.0,6000000.0,942251000.0
SCHL,2016-05-31,2016,39.61,34100000.0,1350701000.0,399700000.0,7100000.0,958101000.0
SCHL,2017-05-31,2017,43.59,34700000.0,1512573000.0,444100000.0,7100000.0,1075573000.0
SCHL,2018-05-31,2018,44.31,35000000.0,1550850000.0,391900000.0,8300000.0,1167250000.0
SCHL,2019-05-31,2019,33.24,35200000.0,1170048000.0,334100000.0,8700000.0,844648000.0
SCI,2009-12-31,2009,7.67,251709000.0,1930608030.0,179745000.0,49957000.0,1800820030.0
SCI,2010-12-31,2010,8.67,0.0,0.0,170846000.0,22502000.0,-148344000.0
SCI,2011-12-31,2011,11.11,234242000.0,2602428620.0,128569000.0,1884670000.0,4358529620.0
SCI,2012-12-31,2012,15.01,215712000.0,3237837120.0,92708000.0,1948050000.0,5093179120.0
SCI,2013-12-31,2013,17.58,211811000.0,3723637379.9999995,144873000.0,3301910000.0,6880674380.0
SCI,2014-12-31,2014,22.63,210741000.0,4769068830.0,177335000.0,3054725000.0,7646458830.0
SCI,2015-12-31,2015,24.19,200356000.0,4846611640.0,134599000.0,3166919000.0,7878931640.0
SCI,2016-12-31,2016,29.22,193086000.0,5641972920.0,194986000.0,3286590000.0,8733576920.0
SCI,2017-12-31,2017,39.82,187630000.0,7471426600.0,330039000.0,3472653000.0,10614040600.0
SCI,2018-12-31,2018,43.66,182447000.0,7965636019.999999,198850000.0,3602078000.0,11368864020.0
SCI,2019-12-31,2019,48.31,182246000.0,8804304260.0,186276000.0,3583351000.0,12201379260.0
SCVL,2009-01-31,2009,4.71,12406.0,58432.26,24817000.0,0.0,-24758567.74
SCVL,2010-01-30,2010,12.54,12513000.0,156913020.0,44168000.0,0.0,112745020.0
SCVL,2011-01-29,2011,17.29,12724000.0,219997960.0,60193000.0,0.0,159804960.0
SCVL,2012-01-28,2012,17.66,13324242.0,235306113.72,70602000.0,0.0,164704113.72
SCVL,2013-02-02,2013,19.65,19911000.0,391251150.0,45756000.0,0.0,345495150.0
SCVL,2014-02-01,2014,25.74,19926000.0,512895239.99999994,48253000.0,0.0,464642239.99999994
SCVL,2015-01-31,2015,24.76,19777000.0,489678520.00000006,61376000.0,0.0,428302520.00000006
SCVL,2016-01-30,2016,23.57,19417000.0,457658690.0,68814000.0,0.0,388844690.0
SCVL,2017-01-28,2017,25.72,18017000.0,463397240.0,62944000.0,0.0,400453240.0
SCVL,2018-02-03,2018,22.98,16220000.0,372735600.0,48254000.0,0.0,324481600.0
SCVL,2019-02-02,2019,37.13,15111000.0,561071430.0,67021000.0,0.0,494050430.0
SEE,2009-12-31,2009,19.84,157000000.0,3114880000.0,694000000.0,34000000.0,2454880000.0
SEE,2010-12-31,2010,26.64,158300000.0,4217112000.0,675600000.0,1405700000.0,4947212000.0
SEE,2011-12-31,2011,19.57,167000000.0,3268190000.0,722800000.0,5012800000.0,7558190000.0
SEE,2012-12-31,2012,18.66,192800000.0,3597648000.0,679600000.0,4542600000.0,7460648000.0
SEE,2013-12-31,2013,31.39,194600000.0,6108494000.0,992400000.0,4317900000.0,9433994000.0
SEE,2014-12-31,2014,40.5,210000000.0,8505000000.0,322600000.0,4283600000.0,12466000000.0
SEE,2015-12-31,2015,40.53,203900000.0,8264067000.0,358400000.0,4349300000.0,12254967000.0
SEE,2016-12-31,2016,48.58,194300000.0,9439094000.0,363700000.0,4266400000.0,13341794000.0
SEE,2017-12-31,2017,48.16,186900000.0,9001104000.0,594000000.0,3232700000.0,11639804000.0
SEE,2018-12-31,2018,39.09,159400000.0,6230946000.000001,271700000.0,3241400000.0,9200646000.0
SEE,2019-12-31,2019,36.67,154300000.0,5658181000.0,262400000.0,3715300000.0,9111081000.0
SGA,2009-12-31,2009,9.82,4207000.0,41312740.0,12899000.0,17078000.0,45491740.0
SGA,2010-12-31,2010,19.09,4230000.0,80750700.0,12197000.0,6121000.0,74674700.0
SGA,2011-12-31,2011,30.72,0.0,0.0,6991000.0,3000000.0,-3991000.0
SGA,2012-12-31,2012,49.86,5651000.0,281758860.0,15915000.0,58828000.0,324671860.0
SGA,2013-12-31,2013,49.23,5681.0,279675.63,17628000.0,46078000.0,28729675.63
SGA,2014-12-31,2014,40.67,5700000.0,231819000.0,17907000.0,36078000.0,249990000.0
SGA,2015-12-31,2015,41.91,5706000.0,239138459.99999997,21614000.0,36365000.0,253889459.99999997
SGA,2016-12-31,2016,49.1,5761000.0,282865100.0,26640000.0,36365000.0,292590100.0
SGA,2017-12-31,2017,40.75,5803000.0,236472250.0,53030000.0,25000000.0,208442250.0
SGA,2018-12-31,2018,33.35,5829000.0,194397150.0,44729000.0,20000000.0,169668150.0
SGA,2019-12-31,2019,30.53,5834000.0,178112020.0,44034000.0,10000000.0,144078020.0
SGMS,2009-12-31,2009,14.08,92701000.0,1305230080.0,260131000.0,1342255000.0,2387354080.0
SGMS,2010-12-31,2010,10.12,92666000.0,937779919.9999999,124281000.0,1396690000.0,2210188920.0
SGMS,2011-12-31,2011,11.3,92068000.0,1040368400.0000001,104402000.0,1390667000.0,2326633400.0
SGMS,2012-12-31,2012,8.93,90011000.0,803798230.0,109015000.0,1468166000.0,2162949230.0
SGMS,2013-12-31,2013,14.31,85000000.0,1216350000.0,153700000.0,3192600000.0,4255250000.0
SGMS,2014-12-31,2014,11.81,84600000.0,999126000.0,171800000.0,8516000000.0,9343326000.0
SGMS,2015-12-31,2015,5.92,85900000.0,508528000.0,128700000.0,8207000000.0,8586828000.0
SGMS,2016-12-31,2016,16.85,87300000.0,1471005000.0000002,115100000.0,8074200000.0,9430105000.0
SGMS,2017-12-31,2017,46.5,89100000.0,4143150000.0,788800000.0,8776600000.0,12130950000.0
SGMS,2018-12-31,2018,24.37,91100000.0,2220107000.0,168200000.0,9036900000.0,11088807000.0
SGMS,2019-12-31,2019,25.65,93000000.0,2385450000.0,313000000.0,45000000.0,2117450000.0
SHOO,2009-12-31,2009,7.93,18045000.0,143096850.0,69266000.0,15338000.0,89168850.0
SHOO,2010-12-31,2010,11.18,27651000.0,309138180.0,66151000.0,18425000.0,261412180.0
SHOO,2011-12-31,2011,18.1,42264000.0,764978400.0000001,102830000.0,34396000.0,696544400.0000001
SHOO,2012-12-31,2012,20.45,43019000.0,879738550.0,168777000.0,31782000.0,742743550.0
SHOO,2013-12-31,2013,21.92,64583000.0,1415659360.0,180275000.0,37099000.0,1272483360.0
SHOO,2014-12-31,2014,22.89,61451000.0,1406613390.0,81450000.0,67828000.0,1392991390.0
SHOO,2015-12-31,2015,21.53,58997000.0,1270205410.0,72414000.0,72105000.0,1269896410.0
SHOO,2016-12-31,2016,22.47,57109000.0,1283239230.0,126115000.0,86635000.0,1243759230.0
SHOO,2017-12-31,2017,31.03,55157000.0,1711521710.0,181214000.0,120624000.0,1650931710.0
SHOO,2018-12-31,2018,32.55,81664000.0,2658163200.0,200031000.0,130592000.0,2588724200.0
SHOO,2019-12-31,2019,40.16,79577000.0,3195812319.9999995,264101000.0,171796000.0,3103507319.9999995
SKX,2009-12-31,2009,9.35,46341000.0,433288350.0,265675000.0,529000.0,168142350.0
SKX,2010-12-31,2010,7.0,47433000.0,332031000.0,233558000.0,30330000.0,128803000.0
SKX,2011-12-31,2011,4.08,0.0,0.0,351144000.0,60472000.0,-290672000.0
SKX,2012-12-31,2012,6.19,49495000.0,306374050.0,325826000.0,116849000.0,97397050.0
SKX,2013-12-31,2013,9.76,50363000.0,491542880.0,372011000.0,128516000.0,248047880.0
SKX,2014-12-31,2014,20.12,50613000.0,1018333560.0,466685000.0,116488000.0,668136560.0
SKX,2015-12-31,2015,28.19,152847000.0,4308756930.0,507991000.0,84595000.0,3885360930.0
SKX,2016-12-31,2016,24.92,154169000.0,3841891480.0000005,718536000.0,68942000.0,3192297480.0000005
SKX,2017-12-31,2017,40.23,155651000.0,6261839729.999999,736431000.0,72904000.0,5598312729.999999
SKX,2018-12-31,2018,27.29,155815000.0,4252191350.0,872237000.0,89785000.0,3469739350.0
SKX,2019-12-31,2019,38.68,153392000.0,5933202560.0,824900000.0,115417000.0,5223719560.0
SKY,2009-05-31,2009,21.75,8391244000.0,182509557000.0,9836000.0,4619000.0,182504340000.0
SKY,2010-05-31,2010,18.01,8391244000.0,151126304440.0,9268000.0,3339000.0,151120375440.0
SKY,2011-05-31,2011,17.5,8391244000.0,146846770000.0,9727000.0,3366000.0,146840409000.0
SKY,2012-05-31,2012,5.09,8391244000.0,42711431960.0,0.0,3870000.0,42715301960.0
SKY,2013-05-31,2013,3.93,8391244000.0,32977588920.0,11838000.0,3682000.0,32969432920.0
SKY,2014-05-31,2014,4.11,8391244000.0,34488012840.0,6031000.0,6334000.0,34488315840.0
SKY,2015-03-28,2015,3.65,0.0,0.0,77257000.0,0.0,-77257000.0
SKY,2016-04-02,2016,4.45,0.0,0.0,44721000.0,0.0,-44721000.0
SKY,2017-04-01,2017,12.52,0.0,0.0,29009000.0,0.0,-29009000.0
SKY,2018-03-31,2018,21.1,8391244.0,177055248.4,136616000.0,89156000.0,129595248.4
SKY,2019-03-30,2019,20.2,0.0,0.0,126634000.0,183891000.0,57257000.0
SLGN,2009-12-31,2009,12.96,38038.0,492972.48000000004,305754000.0,26067000.0,-279194027.52
SLGN,2010-12-31,2010,18.35,0.0,0.0,175226000.0,13949000.0,-161277000.0
SLGN,2011-12-31,2011,20.75,69996000.0,1452417000.0,397101000.0,1376259000.0,2431575000.0
SLGN,2012-12-31,2012,21.38,69571000.0,1487427980.0,465608000.0,1671316000.0,2693135980.0
SLGN,2013-12-31,2013,23.0,64254000.0,1477842000.0,160463000.0,1703836000.0,3021215000.0
SLGN,2014-12-31,2014,25.71,63426000.0,1630682460.0,222591000.0,1598963000.0,3007054460.0
SLGN,2015-12-31,2015,26.43,61021000.0,1612785030.0,99945000.0,1513547000.0,3026387030.0
SLGN,2016-12-31,2016,29.57,59866000.0,1770237620.0,24690000.0,1561583000.0,3307130620.0
SLGN,2017-12-31,2017,29.2,110353000.0,3222307600.0,53533000.0,2547291000.0,5716065600.0
SLGN,2018-12-31,2018,27.26,110603000.0,3015037780.0,72819000.0,2304614000.0,5246832780.0
SLGN,2019-12-31,2019,31.39,110939000.0,3482375210.0,203824000.0,2244421000.0,5522972210.0
SMP,2009-12-31,2009,7.84,0.0,0.0,10618000.0,58497000.0,47879000.0
SMP,2010-12-31,2010,12.29,0.0,0.0,12135000.0,65289000.0,53154000.0
SMP,2011-12-31,2011,20.99,22794606.0,478458779.93999994,10871000.0,299000.0,467886779.93999994
SMP,2012-12-31,2012,23.01,22812077.0,524905891.77000004,13074000.0,195000.0,512026891.77000004
SMP,2013-12-31,2013,33.76,22974690.0,775625534.4,5559000.0,75000.0,770141534.4
SMP,2014-12-31,2014,36.46,22899516.0,834916353.36,13728000.0,258000.0,821446353.36
SMP,2015-12-31,2015,37.31,22811862.0,851110571.22,18800000.0,78000.0,832388571.22
SMP,2016-12-31,2016,49.46,22722517.0,1123855690.82,19796000.0,163000.0,1104222690.82
SMP,2017-12-31,2017,47.98,22726491.0,1090417038.1799998,17323000.0,57079000.0,1130173038.1799998
SMP,2018-12-31,2018,49.1,22456480.0,1102613168.0,11138000.0,43842000.0,1135317168.0
SMP,2019-12-31,2019,49.64,22378000.0,1110843920.0,10372000.0,52589000.0,1153060920.0
SON,2009-12-31,2009,27.76,100780000000.0,2797652800000.0,185245000000.0,349684000000.0,2962091800000.0
SON,2010-12-31,2010,35.66,0.0,0.0,158249000000.0,257776000000.0,99527000000.0
SON,2011-12-31,2011,31.31,101071000.0,3164533010.0,175523000.0,1286632000.0,4275642010.0
SON,2012-12-31,2012,31.01,101804000.0,3156942040.0,373084000.0,1373062000.0,4156920040.0
SON,2013-12-31,2013,41.6,102577000.0,4267203200.0,217567000.0,981458000.0,5031094200.0
SON,2014-12-31,2014,44.2,102215000.0,4517903000.0,161168000.0,1253165000.0,5609900000.0
SON,2015-12-31,2015,39.51,101482000.0,4009553820.0,182434000.0,1134951000.0,4962070820.0
SON,2016-12-31,2016,54.81,101093000.0,5540907330.0,257226000.0,1052743000.0,6336424330.0
SON,2017-12-31,2017,54.92,100237000.0,5505016040.0,254912000.0,1447329000.0,6697433040.0
SON,2018-12-31,2018,56.53,100539000.0,5683469670.0,120389000.0,1385162000.0,6948242670.0
SON,2019-12-31,2019,58.15,100742000.0,5858147300.0,145283000.0,1681369000.0,7394233300.0
SRI,2009-12-31,2009,6.98,23626000.0,164909480.0,59693000.0,4172000.0,109388480.0
SRI,2010-12-31,2010,14.85,23946000.0,355598100.0,71974000.0,44442000.0,328066100.0
SRI,2011-12-31,2011,9.25,24181000.0,223674250.0,78731000.0,227957000.0,372900250.0
SRI,2012-12-31,2012,6.26,24181000.0,151373060.0,44555000.0,200236000.0,307054060.0
SRI,2013-12-31,2013,11.23,26670501.0,299509726.23,62825000.0,197232000.0,433916726.23
SRI,2014-12-31,2014,12.62,26923809.0,339778469.58,43021000.0,30306000.0,327063469.58
SRI,2015-12-31,2015,11.31,27337954.0,309192259.74,54361000.0,18363000.0,273194259.74
SRI,2016-12-31,2016,16.28,27763990.0,451997757.20000005,50389000.0,16686000.0,418294757.20000005
SRI,2017-12-31,2017,24.48,28082114.0,687450150.72,66003000.0,8044000.0,629491150.72
SRI,2018-12-31,2018,25.96,28402227.0,737321812.9200001,81092000.0,2516000.0,658745812.9200001
SRI,2019-12-31,2019,28.1,27791799.0,780949551.9000001,69403000.0,3126000.0,714672551.9000001
SSP,2009-12-31,2009,6.03,53902000.0,325029060.0,14405000.0,35916000.0,346540060.0
SSP,2010-12-31,2010,8.08,56857000.0,459404560.0,204924000.0,850000.0,255330560.0
SSP,2011-12-31,2011,7.44,0.0,0.0,127889000.0,15900000.0,-111989000.0
SSP,2012-12-31,2012,9.74,54907000.0,534794180.0,242642000.0,196100000.0,488252180.0
SSP,2013-12-31,2013,16.6,56516000.0,938165600.0000001,221255000.0,200000000.0,916910600.0000001
SSP,2014-12-31,2014,17.51,56342000.0,986548420.0000001,158459000.0,198000000.0,1026089420.0000001
SSP,2015-12-31,2015,18.98,77373000.0,1468539540.0,108061000.0,399143000.0,1759621540.0
SSP,2016-12-31,2016,19.28,83339000.0,1606775920.0,134352000.0,393185000.0,1865608920.0
SSP,2017-12-31,2017,16.54,82052000.0,1357140080.0,148699000.0,693275000.0,1901716080.0
SSP,2018-12-31,2018,18.63,81369000.0,1515904470.0,107114000.0,688764000.0,2097554470.0
SSP,2019-12-31,2019,12.72,80826000.0,1028106720.0,32968000.0,1915030000.0,2910168720.0
SYX,2009-12-31,2009,17.53,36706000.0,643456180.0,58309000.0,95113000.0,680260180.0
SYX,2010-12-31,2010,13.5,36996000.0,499446000.0,92077000.0,84680000.0,492049000.0
SYX,2011-12-31,2011,17.94,36805.0,660281.7000000001,97254000.0,9685000.0,-86908718.3
SYX,2012-12-31,2012,9.61,36900000.0,354609000.0,150700000.0,8100000.0,212009000.0
SYX,2013-12-31,2013,11.43,37000000.0,422910000.0,181400000.0,5400000.0,246910000.0
SYX,2014-12-31,2014,13.07,37100000.0,484897000.0,165000000.0,3600000.0,323497000.0
SYX,2015-12-31,2015,8.5,37100000.0,315350000.0,215100000.0,1000000.0,101250000.0
SYX,2016-12-31,2016,8.32,37200000.0,309504000.0,149700000.0,64000000.0,223804000.0
SYX,2017-12-31,2017,31.15,37000000.0,1152550000.0,184500000.0,64000000.0,1032050000.0
SYX,2018-12-31,2018,23.07,37200000.0,858204000.0,295400000.0,35000000.0,597804000.0
SYX,2019-12-31,2019,24.41,37500000.0,915375000.0,97200000.0,68600000.0,886775000.0
TA,2009-12-31,2009,23.1,16659191.0,384827312.1,155632000.0,0.0,229195312.10000002
TA,2010-12-31,2010,20.3,17176923.0,348691536.90000004,125396000.0,0.0,223295536.90000004
TA,2011-12-31,2011,25.3,22642477.0,572854668.1,118255000.0,389442000.0,844041668.1
TA,2012-12-31,2012,37.6,28880833.0,1085919320.8,35189000.0,379489000.0,1430219320.8
TA,2013-12-31,2013,43.05,29769696.0,1281585412.8,85657000.0,373861000.0,1569789412.8
TA,2014-12-31,2014,66.95,35856398.0,2400585846.1,224275000.0,342417000.0,2518727846.1
TA,2015-12-31,2015,34.95,36485000.0,1275150750.0,172087000.0,463513000.0,1566576750.0
TA,2016-12-31,2016,35.75,36976000.0,1321892000.0,61312000.0,451387000.0,1711967000.0
TA,2017-12-31,2017,21.5,37524000.0,806766000.0,36082000.0,449774000.0,1220458000.0
TA,2018-12-31,2018,26.05,38244000.0,996256200.0,314387000.0,446196000.0,1128065200.0
TA,2019-12-31,2019,17.04,7783000.0,132622320.0,17206000.0,433391000.0,548807320.0
TCOM,2009-12-31,2009,15.65,33400258000.0,522714037700.0,210173000.0,0.0,522503864700.0
TCOM,2010-12-31,2010,20.33,33967802000.0,690565414660.0,326354000.0,0.0,690239060660.0
TCOM,2011-12-31,2011,12.96,35815709000.0,464171588640.00006,556639000.0,0.0,463614949640.00006
TCOM,2012-12-31,2012,10.0,36038620.0,360386200.0,549194000.0,72968339000.0,72779531200.0
TCOM,2013-12-31,2013,19.81,0.0,0.0,1179171000.0,128889196000.0,127710025000.0
TCOM,2014-12-31,2014,23.78,0.0,0.0,854348000.0,575146604000.0,574292256000.0
TCOM,2015-12-31,2015,42.68,0.0,0.0,2966389000.0,1964952299000.0,1961985910000.0
TCOM,2016-12-31,2016,43.4,0.0,0.0,2655146000.0,996969647000.0,994314501000.0
TCOM,2017-12-31,2017,46.9,0.0,0.0,2803896000.0,2512257770000.0,2509453874000.0
TCOM,2018-12-31,2018,32.43,0.0,0.0,3131000000.0,8750000000.0,5619000000.0
TCOM,2019-12-31,2019,33.16,69407775.0,2301561819.0,2862000000.0,8766000000.0,8205561819.0
TEN,2009-12-31,2009,17.68,0.0,0.0,20000000.0,604000000.0,584000000.0
TEN,2010-12-31,2010,41.2,0.0,0.0,233000000.0,428000000.0,195000000.0
TEN,2011-12-31,2011,32.27,59884139.0,1932461165.5300002,214000000.0,1224000000.0,2942461165.53
TEN,2012-12-31,2012,36.69,59985677.0,2200874489.1299996,223000000.0,1180000000.0,3157874489.1299996
TEN,2013-12-31,2013,55.24,60474492.0,3340610938.08,275000000.0,1102000000.0,4167610938.08
TEN,2014-12-31,2014,51.42,60734022.0,3122943411.2400002,282000000.0,1129000000.0,3969943411.2400002
TEN,2015-12-31,2015,38.21,59678309.0,2280308186.89,287000000.0,1210000000.0,3203308186.89
TEN,2016-12-31,2016,66.15,55939135.0,3700373780.2500005,347000000.0,1384000000.0,4737373780.25
TEN,2017-12-31,2017,59.72,52796184.0,3152988108.48,315000000.0,1441000000.0,4278988108.48
TEN,2018-12-31,2018,34.55,58625087.0,2025496755.85,697000000.0,5493000000.0,6821496755.85
TEN,2019-12-31,2019,9.46,80904060.0,765352407.6,564000000.0,5556000000.0,5757352407.6
TGNA,2009-12-27,2009,8.29,251553289.0,2085376765.8099997,98795000.0,3061951000.0,5048532765.809999
TGNA,2010-12-26,2010,7.76,0.0,0.0,183014000.0,2352242000.0,2169228000.0
TGNA,2011-12-25,2011,8.06,239228000.0,1928177680.0,166926000.0,1995363000.0,3756614680.0
TGNA,2012-12-30,2012,10.37,232327000.0,2409230990.0,175030000.0,1637100000.0,3871300990.0
TGNA,2013-12-29,2013,14.52,228541000.0,3318415320.0,469203000.0,3712900000.0,6562112320.0
TGNA,2014-12-28,2014,16.9,226292000.0,3824334799.9999995,118484000.0,4495882000.0,8201732800.0
TGNA,2015-12-31,2015,15.37,224688000.0,3453454560.0,129200000.0,4201462000.0,7525716560.0
TGNA,2016-12-31,2016,14.55,216358000.0,3148008900.0,76920000.0,4043395000.0,7114483900.0
TGNA,2017-12-31,2017,15.35,215587000.0,3309260450.0,98801000.0,3007693000.0,6218152450.0
TGNA,2018-12-31,2018,11.67,216184000.0,2522867280.0,135862000.0,2944466000.0,5331471280.0
TGNA,2019-12-31,2019,17.0,217138000.0,3691346000.0,29404000.0,4190335000.0,7852277000.0
THO,2009-07-31,2009,26.58,55300.0,1469874.0,221684000.0,0.0,-220214126.0
THO,2010-07-31,2010,23.45,52915.0,1240856.75,247751000.0,0.0,-246510143.25
THO,2011-07-31,2011,22.01,55350.0,1218253.5,215435000.0,15828000.0,-198388746.5
THO,2012-07-31,2012,31.31,53866.0,1686544.46,218642000.0,15150000.0,-201805455.54
THO,2013-07-31,2013,51.23,53448.0,2738141.04,236601000.0,15207000.0,-218655858.96
THO,2014-07-31,2014,53.71,54407.0,2922199.97,289336000.0,18400000.0,-268013800.02999997
THO,2015-07-31,2015,54.23,52469.0,2845393.8699999996,183478000.0,20670000.0,-159962606.13
THO,2016-07-31,2016,81.48,52138.0,4248204.24,209902000.0,382927000.0,177273204.24
THO,2017-07-31,2017,108.56,52555792.0,5705456779.52,223258000.0,166359000.0,5648557779.52
THO,2018-07-31,2018,94.76,52667016.0,4990726436.16,275249000.0,24013000.0,4739490436.16
THO,2019-07-31,2019,45.91,53905667000.0,2474809171970.0,425615000.0,1902623000.0,2476286179970.0
THRM,2009-12-31,2009,8.15,21402000.0,174426300.0,21677000.0,0.0,152749300.0
THRM,2010-12-31,2010,10.98,21717000.0,238452660.0,26584000.0,0.0,211868660.0
THRM,2011-12-31,2011,15.43,22606000.0,348810580.0,23839000.0,76247000.0,401218580.0
THRM,2012-12-31,2012,14.38,28352864.0,407714184.32,58152000.0,74170000.0,423732184.32
THRM,2013-12-31,2013,25.48,33652646.0,857469420.08,54885000.0,82320000.0,884904420.08
THRM,2014-12-31,2014,36.78,35411608.0,1302438942.24,85700000.0,90775000.0,1307513942.24
THRM,2015-12-31,2015,40.01,36031792.0,1441631997.9199998,144479000.0,97741000.0,1394893997.9199998
THRM,2016-12-31,2016,34.65,36448138.0,1262927981.7,177187000.0,171525000.0,1257265981.7
THRM,2017-12-31,2017,32.0,36720749.0,1175063968.0,103172000.0,144669000.0,1216560968.0
THRM,2018-12-31,2018,41.29,35920782.0,1483169088.78,39620000.0,139890000.0,1583439088.78
THRM,2019-12-31,2019,47.24,33120000.0,1564588800.0,50443000.0,7086000.0,1521231800.0
TIF,2009-01-31,2009,17.61,124734000.0,2196565740.0,160445000.0,283392000.0,2319512740.0
TIF,2010-01-31,2010,44.9,124345000.0,5583090500.0,785702000.0,234457000.0,5031845500.0
TIF,2011-01-31,2011,60.72,126600000.0,7687152000.0,681591000.0,99746000.0,7105307000.0
TIF,2012-01-31,2012,66.53,127397000.0,8475722410.0,433954000.0,173795000.0,8215563410.0
TIF,2013-01-31,2013,69.04,126737000.0,8749922480.0,504838000.0,959272000.0,9204356480.0
TIF,2014-01-31,2014,93.25,127835000.0,11920613750.0,345778000.0,1003519000.0,12578354750.0
TIF,2015-01-31,2015,90.6,129221000.0,11707422600.0,729957000.0,1116548000.0,12094013600.0
TIF,2016-01-31,2016,67.6,128000000.0,8652800000.0,843600000.0,882300000.0,8691500000.0
TIF,2017-01-31,2017,90.09,125000000.0,11261250000.0,928000000.0,1106400000.0,11439650000.0
TIF,2018-01-31,2018,101.7,124000000.0,12610800000.0,970700000.0,1003500000.0,12643600000.0
TIF,2019-01-31,2019,95.93,122000000.0,11703460000.0,792600000.0,996800000.0,11907660000.0
TJX,2009-01-31,2009,5.5,419076000.0,2304918000.0,453527000.0,392852000.0,2244243000.0
TJX,2010-01-30,2010,10.42,417796000.0,4353434320.0,1614607000.0,1248002000.0,3986829320.0
TJX,2011-01-29,2011,12.47,400145000.0,4989808150.0,1741751000.0,774400000.0,4022457150.0
TJX,2012-01-28,2012,18.37,382324000.0,7023291880.0,1507112000.0,777446000.0,6293625880.0
TJX,2013-02-02,2013,22.6,733588000.0,16579088800.000002,1811957000.0,1355876000.0,16123007800.000002
TJX,2014-02-01,2014,30.45,713470000.0,21725161500.0,2149746000.0,1886280000.0,21461695500.0
TJX,2015-01-31,2015,34.74,692691000.0,24064085340.0,2493775000.0,2296807000.0,23867117340.0
TJX,2016-01-30,2016,37.05,673484000.0,24952582199.999996,2095473000.0,2135061000.0,24992170199.999996
TJX,2017-01-28,2017,39.31,655647000.0,25773483570.0,2929849000.0,2775122000.0,25618756570.0
