symbol,date,year,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth
CMCSA,2018-12-31,2018,0,0.0568188135876,0.0568188135876,-0.48353438408,-0.46887966805,-0.467368421053,-0.0263381478335,-0.0305056414542,0.194128909979,0.13521468953,0.245596675242,0.525996323196,-0.162985221572,-0.312130696584,0.331380500743,-0.0174060198332,-0.298286496005,0.976892774581,-0.0144239263021,-0.220633465308,-0.0109652068661,-0.191053117287,-0.256973690972,0.929811439594,-0.0226565082479,-0.254058110815,0.299321319916,0,0.346270908109,0,0.730946774893,0,0
CMCSA,2017-12-31,2017,0,0.0669078830298,0.0669078830298,1.61230592294,0.335180055402,0.330532212885,0.953526970954,0.963084495488,-0.432605817578,0.112422037422,0.200380092648,0.328886783613,-0.231580670431,-0.325708522768,0.141911231636,-0.180393582212,-0.307019474019,2.72691815506,1.08288819604,0.487091032782,-0.0774499087802,-0.209328177513,-0.285916833147,0.616083007008,0.0198415843467,-0.298256040993,0.0742928975487,0,0.035728531856,0,0.057497624742,0,0
CMCSA,2016-12-31,2016,0,0.0538192274034,0.0538192274034,0.0651721180938,0.100609756098,0.101851851852,-0.0305711987128,-0.0317712470214,0.100953318225,0.024603259133,-0.0550005612302,1.46938797966,0.640570052345,0.35446868464,1.00531301466,0.528227482504,0.479973978479,1.7870530287,1.38155023141,0.389479903279,0.417040831619,0.30015830726,0.15901965368,1.84825445356,1.49673887586,0.44248442927,0.153567285383,0,0.0836024829805,0,0.160107181543,0,0
CMCSA,2015-12-31,2015,0,0.0734031132582,0.0734031132582,-0.0258949880668,0.0123456790123,0.0125,-0.0375532326752,-0.0389312977099,0.123375374145,0.108173502508,0.0602165893133,1.21843933959,1.21843933959,0.282796767218,0.897327745816,0.897327745816,0.36180637692,1.53653792739,1.53653792739,0.417612270501,0.331089870058,0.331089870058,0.140810958093,1.58708012993,1.58708012993,0.632596770772,0.0909666192058,0,0.0454063349211,0,0.0909524401874,0,0
CMCSA,2014-12-31,2014,0,0.0988719309887,0.0988719309887,0.229460093897,0.246153846154,0.25,-0.016,-0.0168855534709,0.166318944249,0.19668079096,0.281922196796,0.97078982678,0.97078982678,0.309319878414,0.647825860647,0.647825860647,0.255790366996,1.50618023571,1.50618023571,1.14154307752,0.291936477491,0.291936477491,0.185373001386,1.30295250321,1.30295250321,1.0187350315,-0.008626097867,0,0.00331207142992,0,0.00808828139695,0,0
SIRI,2019-12-31,2019,-0.177820118002,-0.0462943875554,-0.0462943875554,-0.222718393595,-0.230769230769,-0.230769230769,0.00877958737531,0.0121208931923,0.112191000436,0.0726338505588,0.0847928957215,0,1.3975115138,0.697043084129,0,1.06995354831,0.281639136505,0,1.38329258399,0.338572771548,0,-1.72268808687,0.0151729078726,0,0,4.13509667971,0,-0.504459861249,0.364169844713,0,0.138794912821,1.272376825,0.468531664513
SIRI,2018-12-31,2018,-0.0045781930322,0.0524626050666,0.0524626050666,0.814907363391,0.857142857143,0.857142857143,-0.0378919658708,-0.0344688882373,0.100531639206,0.0133806570313,-0.0273688951206,0,1.12011262528,0.521349674399,0,1.37988642185,0.821122153839,0,3.3510096,1.77942900301,0,-1.92360762203,12.1482558142,0,0,0,0,0.0989652953116,-0.0188054948667,0,0.0209943216686,0.271386856795,0.0682467973762
SIRI,2017-12-31,2017,0.0830616810996,0.145751534953,0.145751534953,-0.131412606762,-0.0666666666667,-0.0666666666667,-0.0568424156761,-0.0485813120074,3.19533567804,0.0793096007124,0.035820479342,0,0.447332205064,0.619684762216,0,1.0875280149,0.848232563535,0,-0.830666300273,0.639700900804,0,-1.34238287203,-2.45225295082,0,-0.47207298419,0,0,-0.00805382311054,0.0407040836024,0,0.153567161727,0.404085476277,-0.0207648062479
SIRI,2016-12-31,2016,0.0991762480966,0.215019581094,0.215019581094,0.463405686215,0.666666666667,0.666666666667,-0.0853203122864,-0.0865544861003,0,0.381966655708,0.364464427553,0,0,0.672639253218,0,0,0.974447921893,0,0,1.50455261622,0,0,-1.36533642377,0,0,0,0,-0.0866562009419,-0.00535215720506,0,0.0733926684235,0.256530682832,0.0501999685962
SIRI,2015-12-31,2015,0.0944318391142,0.0527101735333,0.0527101735333,0.0334177410232,0.0,0.125,-0.0713838309716,-0.0728168788233,0,-0.00733536326525,-0.0198294800804,0,0,0.0517999953743,0,0,0.207374513457,0,0,-0.885073962344,0,0,-1.0322705992,0,0,-1.0,-1.0,0.149404547095,-0.0392629271845,0,302.108650904,0.0152285202092,0.104998332982
SIRI,2014-12-31,2014,0.0965062183625,0.0719130575471,0.0719130575471,0.307585859523,0.5,0.333333333333,-0.0704442738075,-0.0818775430551,0,0.136387047166,0.217799970943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12223750926,0.399192094063,-0.0530562659557,0,-0.509643451455,0.0701091685784,0.121322982433
CZR,2019-12-31,2019,0,-0.163734776725,-0.163734776725,-4.94389438944,-5.02272727273,-5.31707317073,-0.0145772594752,-0.196195005945,0,0.281170483461,-0.114427860697,-0.816878456267,-0.784366219104,-0.513008746774,0.513847163272,-1.28779535483,-0.293869591947,-0.678380293689,-0.9098021164,-0.927685145426,-0.60826353961,-1.08958096752,-1.14486797675,0,0,0,-0.323076923077,-0.146341463415,-0.0166828322017,0,-0.0471834913553,0,0.068710959682
CZR,2018-12-31,2018,-1.0,0.389097744361,0.389097744361,-1.808,-1.32592592593,-1.3037037037,1.45878136201,2.01433691756,0,-1.33835557469,-1.06881205067,-0.82679319927,-0.816231093901,-0.618906774448,0.164387909045,-2.3468588271,0.384475218659,-1.08036000488,-1.01926648726,-0.989181555827,-0.411269566789,-1.19514944259,-0.303998629413,0,0,0,0,0.0512820512821,0.0103088742553,0,0.00583417480085,0,0.554280670786
CZR,2017-12-31,2017,0.261018889525,1.07003891051,1.07003891051,-0.894928551415,-0.944694797214,-0.944694797214,0.91095890411,0.91095890411,0,-8.54220779221,-34.1931818182,-0.753741106622,-0.746229362881,-0.710019175375,-9.46143968974,-40.3686210861,0.608592397532,-0.755460789281,-0.887536575296,-0.931419254382,0.436424343992,-4.51799906498,-1.32847665589,0,0,0,0,0.95,0.712904525312,0,0.30345130155,0,-0.0283018867925
CZR,2016-12-31,2016,-0.178848413631,-0.551483420593,-0.551483420593,-1.60287162162,-1.59711350294,-1.60630899155,0.00689655172414,-0.00680272108844,0,1.56666666667,-1.38260869565,-0.623973649384,-0.623973649384,-0.601043660953,1.14386343656,1.14386343656,-3.47982770279,3.44749157283,3.44749157283,0.066295849894,-3.70409285187,-3.70409285187,-0.10366071977,0,0,0,0,-0.047619047619,0.221320213202,0,-0.0180930499713,0,-0.109243697479
CZR,2015-12-31,2015,-0.456021477883,-2.26769911504,-2.26769911504,-3.12720086238,-3.09318996416,-3.06144393241,0.0211267605634,0.0352112676056,0,-1.16326530612,-0.867282169648,-0.545500184426,-0.545500184426,-0.531636375903,-0.15896803832,-0.15896803832,2.91307742355,-8.42805560571,-8.42805560571,-4.41615796442,-0.154124606516,-0.154124606516,-3.07166416792,0,0,0,0,-0.511627906977,-0.481835564054,0,-0.699995692069,0,-0.432350390286
CZR,2014-12-31,2014,-0.0100363231367,-0.79772666249,-0.79772666249,-0.0560341903534,-0.148277365896,-0.148277365896,0.104199066874,0.104199066874,0,5.71846435101,1.07371066172,-0.150775249721,-0.150775249721,-0.150775249721,-6.26015148568,-6.26015148568,-6.26015148568,2.56571233685,2.56571233685,2.56571233685,-5.37298760278,-5.37298760278,-5.37298760278,0,0,0,0,-0.0570175438596,-0.0467376027284,0,0.0993346120149,0,0.063358849027
F,2019-12-31,2019,-0.1189081391,-0.867894131185,-0.867894131185,-0.987217840631,-0.989247311828,-0.989130434783,-0.000503271263211,0.00150075037519,-0.177210698643,0.17421115697,0.382755285339,0,0.0657149656485,0.0272677849028,0,0.197528768797,-0.108556950493,0,-0.985475359206,-0.989771141682,0,0.317626124253,0.13792782767,0,0.20538544401,-0.292179662257,-0.174899508709,-0.0386809269162,0.00778436111328,0,-0.62274213585,-0.0975609756098,-0.0212224853109
F,2018-12-31,2018,-0.0540402452445,-0.466740304369,-0.466740304369,-0.516311496974,-0.513089005236,-0.515789473684,-0.000251572327044,0.0,0.124508901513,-0.169871794872,-0.344890015389,0,0.0806406106706,0.0707301931725,0,0.424222257003,-0.0721645239511,0,-0.491137009711,-0.501915952948,0,0.34857184213,0.25294292097,0,0.827503774534,0.219052517837,0.0562317199736,0.0917582952223,-0.00491838887855,0,7.79204067541,0.025,-0.0107573523033
F,2017-12-31,2017,0.00904187817259,0.198940553267,0.198940553267,0.654046997389,0.646551724138,0.652173913043,0.000503397936068,-0.000250062515629,-0.234982264747,-0.0856911883589,-0.136953125,0,0,0.0708943710786,0,0,0.227627729489,0,0,1.34751034569,0,0,0.384278428345,0,0,0.302789978348,-0.0453071518645,0.154978646887,0.0834499539821,0,0.00150876972402,0.0958904109589,-0.0548540505084
F,2016-12-31,2016,-0.0117960575303,-0.337104955131,-0.337104955131,-0.376644513766,-0.376344086022,-0.375,0.00100781053162,-0.000749625187406,0.417059267704,0.223995052566,0.426342767996,0,0,0.0233540003729,0,0,0.876933953747,0,0,-0.363795768186,0,0,0.0950612804417,0,0,1.12433929021,-0.877584324795,0.0695997115038,0.0579126375458,0,0.238959420516,0.089552238806,-0.186879125275
F,2015-12-31,2015,0.241038859978,1.36112390603,1.36112390603,1.31346093505,1.2962962963,1.3,0.0145705521472,-0.010630407911,0.201752103391,0.114634314469,0.273992049972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118109750835,0.0575896262395,0.0786372987671,0,-0.0712528935185,-0.0289855072464,0.0624778635687
F,2014-12-31,2014,-0.0517456071577,-0.379802885302,-0.379802885302,-0.554577218728,-0.554945054945,-0.545454545455,-0.00584498094028,-0.0102764864204,0.247443762781,0.389027192646,0.831037171822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468501955318,0.0204981837052,0.0321790264619,0,-0.118535994389,0.078125,0.0714177292046
NKE,2019-05-31,2019,0.0951366257207,0.110057803468,0.110057803468,1.0843248836,1.14285714286,1.12820512821,-0.0271585170588,-0.0245313724308,0.101516520622,0.191321897074,0.218232747645,0,-0.213100728424,0.298613277202,0,0.0992595006015,1.04931784303,0,-0.163350240111,0.151720010802,0,-0.532949949191,-0.207341166833,0,-0.0677331915258,0.400847370386,0.221269296741,0.0686181334347,0.0524050408236,0,-0.00115141047784,0,0.103466249674
NKE,2018-05-31,2018,0.0420585161964,-0.11481784691,-0.11481784691,-0.544103773585,-0.53515625,-0.533864541833,-0.020509108457,-0.0194444444444,0.120058785756,0.361263736264,0.549112426036,0,-0.205439263885,-0.368819568936,0,-0.0954421049329,-0.438148736792,0,-0.570156274511,-0.686592485962,0,-0.513979973671,-0.590231975992,0,-0.0229406742557,-0.266272168677,-0.0486809899374,0.0407517309594,-0.0310847413904,0,-0.000862812769629,0,0.0897472309003
NKE,2017-05-31,2017,0.0227773695812,0.0568894657149,0.0568894657149,0.127659574468,0.158371040724,0.162037037037,-0.0236174097414,-0.028981348637,0.135426397987,0.175710594315,0.298003072197,0,-0.604969058735,-0.341549961367,0,-0.468134138705,-0.354091037044,0,-0.470760695212,-0.161013905526,0,-0.668370399633,-0.389192644559,0,-0.492115501966,-0.244371394995,0.134526380747,0.0448532451426,0.087072349972,0,0.692794547225,0,0.00897889005636
NKE,2016-05-31,2016,0.0642638800028,0.099405469679,0.099405469679,0.148793156126,-0.418421052632,-0.416216216216,0.970407334339,0.97026232474,-0.423053970812,-0.338461538462,-0.474576271186,0,-0.565384047217,-0.324064693662,0,-0.521500848926,-0.459477109571,0,-0.506331516163,-0.200373807721,0,-0.651236887477,-0.419320263821,0,-0.484300956826,-0.231717165133,-0.0348421679571,0.115517638921,-0.00944444444444,0,0.731871838111,0,0.058329963607
NKE,2015-05-31,2015,0.13024264824,0.561455625696,0.561455625696,0.215373189751,0.245901639344,0.245791245791,-0.0245641838352,-0.0236255243983,0.153491010798,0.558441558442,0.750824305228,0,0,-0.322957341127,0,0,0.315596250551,0,0,-0.214025816275,0,0,-0.34656020832,0,0,-0.224698219303,-0.0221316249272,0.0988092221941,0.161665053243,0,-0.016583747927,0,0.128450832763
NKE,2014-05-31,2014,0.127968098604,0.0837022132797,0.0837022132797,0.0837022132797,0.101083032491,0.104089219331,-0.015490917196,-0.0115670013095,0.154440959554,-0.00792864222002,-0.11208699289,0,0,-0.282756933252,0,0,-0.107947807013,0,0,-0.32042307451,0,0,-0.408093069799,0,0,-0.22509774887,0.101700352903,0.149388468259,0.0574385805278,0,-0.0481452249408,0,0.126735218509
BABA,2019-03-31,2019,0.1193,0.2046,-0.223,0.2916,0.2781,0.2848,-0.0466,-0.0519,0.0,0.1322,0.0262,,0.4557,0.5416,,0.3912,0.3772,,0.2798,0.0654,,0.7251,0.3066,,0.0,0.0,0.0,0.0,0.2696,0.2562,0.0092,0.5521,0.4013
BABA,2018-03-31,2018,0.5805,0.5568,0.5725,0.5971,0.5594,0.5746,0.1164,0.1059,0.0,0.6553,0.6111,,0.4591,0.4529,,0.513,0.4179,,0.4695,0.3512,,0.0,0.3293,,0.0,0.0,0.0,0.0,0.5426,0.3968,0.4921,0.454,0.6624
BABA,2017-03-31,2017,0.3881,-0.3107,0.5497,-0.4264,-0.4344,-0.429,-0.0482,-0.0575,0.0,0.3681,0.4661,,,0.4318,,,0.4515,,,0.2218,,,1.0994,,0.0,0.0,0.0,0.0,0.3058,0.1889,0.4955,0.1612,0.3064
BABA,2016-03-31,2016,0.2211,1.3446,0.2044,1.8333,1.6944,1.7531,0.0071,-0.0188,0.0,0.3203,0.314,,,0.4175,,,0.5627,,,1.0117,,,0.0,,,0.0,0.0,0.0,0.3653,0.3582,0.048,0.2387,0.2039
BABA,2015-03-31,2015,0.3406,0.1665,-0.07,0.0484,-0.0247,-0.0283,0.0764,0.0739,0.0,0.5653,0.554,,,,,,,,,,,,,,,0.0,0.0,0.0,1.2939,3.6218,0.2827,1.0964,0.8649
BABA,2014-03-31,2014,0.5837,1.4918,1.3261,1.7556,1.909,1.811,-0.0485,-0.0204,0.0,0.8287,0.7663,,,,,,,,,,,,,,,,0.0,0.0,0.755,1360.125,0.4769,0.3619,0.3525
GM,2019-12-31,2019,0.00731254499299,0.233070866142,0.233070866142,-0.159970052408,-0.176470588235,-0.173598553345,0.00921332388377,0.00559049615653,0.0386022963045,-0.0154037755637,0.143802925327,-0.0149397019596,-0.00800525948824,-0.107967192335,0.984132618943,0.68326410471,-0.0181552863997,-0.209849494443,0.921418734938,-0.227708363379,0.182555383944,0.328483654675,0.031033955981,9.43140518796,0.373807491025,0.0732401116004,0.0378683768514,0.0592909535452,0.00307030469915,0,0.0302943493519,-0.128205128205,-0.120103626943
GM,2018-12-31,2018,-0.140824896644,-0.556210063898,-0.556210063898,-3.07401656315,-3.11698113208,-3.12692307692,-0.0368600682594,-0.0408847184987,0.042455430637,-0.119575253924,-0.268169014085,0.0652134728372,-0.0659723912676,0.084872455182,1.03374035538,0.192508359553,0.431635768813,-0.0507119176315,0.479941287564,-0.0701000859138,0.109721770856,-0.0995783209877,0.0955238510959,9.04369547908,0.312032606874,0.14548418272,-0.197819696227,-0.0794335552846,0.069921216856,0,0.0341430899126,0.0684931506849,0.00783289817232
GM,2017-12-31,2017,0.0223649615602,0.0493452069146,0.0493452069146,-1.40988649623,-1.43300653595,-1.43333333333,-0.0487012987013,-0.0496815286624,-0.00873420348676,0.0473254759746,0.267314008282,0.0157563462069,0.0221280272349,0.0229068769529,1.22480860038,0.746593740798,0.88744463002,-1.44083411632,-1.66748413201,-2.07198176062,-0.0373217681545,0.0322822598294,0.0814734879079,8.63465217208,1.54201005354,0.268875773583,-0.152936293837,-0.226646359153,-0.0415354774685,0,0.255766369048,-0.0987654320988,-0.182322801025
GM,2016-12-31,2016,0.250135219472,0.949152542373,0.949152542373,-0.0268400949726,0.00163666121113,0.0152284263959,-0.0290037831021,-0.0426829268293,0.108514757969,0.381282350977,0.706384015595,0.104287072825,0.104287072825,-0.0317108821037,1.02082120671,1.02082120671,0.184933059814,0.0231245142235,0.0231245142235,0.595052375608,0.146960657391,0.146960657391,-0.0693629087837,8.71954465288,8.71954465288,0.26968798836,0.156051337412,0.00174367916303,0.13967715402,0,0.226697090702,0.08,-0.12644535621
GM,2015-12-31,2015,0.346724939766,2.20065359477,2.20065359477,1.45302608255,2.49142857143,2.58181818182,-0.0118380062305,-0.0278601066983,0.154748761204,0.190892821635,0.38321536906,-0.0181210079129,-0.0181210079129,-0.01196183424,0.4205710696,0.4205710696,0.115224266076,0.0208497366099,0.0208497366099,0.545708408497,0.0129599366969,0.0129599366969,0.0861994568688,7.76807871343,7.76807871343,1.3133730042,-0.0816259087905,0.00894297023897,0.0947956122627,0,-0.0685441020191,0.0135135135135,0.102566211548
GM,2014-12-31,2014,-0.129499561018,-0.701812512181,-0.701812512181,-0.261316872428,-0.354243542435,-0.306722689076,0.152189519024,0.00656324582339,-0.00809968847352,-0.203642121932,-0.414215202369,-0.00699040245699,-0.00699040245699,-0.00699040245699,0.178741121724,0.178741121724,0.178741121724,-0.588767148363,-0.588767148363,-0.588767148363,-0.109845740456,-0.109845740456,-0.109845740456,6.59306180532,6.59306180532,6.59306180532,0.0636203866432,-0.0282783674051,0.0681298994854,0,0.318481154547,0.0277777777778,-0.0180907769343
P,2017-12-31,2017,0.0200876090009,0.546227714355,0.546227714355,0.511452629615,0.536912751678,0.536912751678,0.0561092014062,0.0561092014062,0,0.159710717647,-0.0625155305227,1.32521723066,1.32521723066,0.342136806608,-16.5894831474,-16.5894831474,-9.44214974306,12.9966582242,12.9966582242,13.3644862883,-0.364856030241,-0.364856030241,-0.779488808985,-1.0,-1.0,0,-0.99648449984,0,-0.0156041897013,0,-0.24839224755,0.089588805106,0.0862267331921
P,2016-12-31,2016,0.0497148073074,0.875152213941,0.875152213941,1.0215488533,0.886075949367,0.886075949367,0.0790635670518,0.0790635670518,0,3.31754669455,2.25610874373,1.31842533263,1.31842533263,1.31842533263,-15.1968133489,-15.1968133489,-15.1968133489,8.77999525084,8.77999525084,8.77999525084,1.43510278375,1.43510278375,1.43510278375,-1.0,-1.0,-1.0,0.120541469703,0,-0.045014053038,0,0.45174634006,0.674560480486,0.140500055215
P,2015-12-31,2015,0.130582028014,4.6422928837,4.6422928837,4.57985266066,4.26666666667,4.26666666667,0.0414910874786,0.0414910874786,0,-3.00114128109,7.23041065483,1.10287742029,1.10287742029,1.10287742029,-4.5481409089,-4.5481409089,-4.5481409089,4.22037176786,4.22037176786,4.22037176786,2.5242485917,2.5242485917,2.5242485917,-1.0,-1.0,-1.0,0.271266303977,0,0.655776802039,0,15.6053225378,0.591274246044,0.369075887338
P,2014-12-31,2014,0.640815482886,1.74140127389,1.74140127389,0.887750667412,-0.210526315789,-0.210526315789,0.937360200085,0.937360200085,-1.0,2.57757740728,0.562608394034,0.732474081041,0.732474081041,0.732474081041,0.846624807883,0.846624807883,0.846624807883,-0.0256067677405,-0.0256067677405,-0.0256067677405,1.88032533331,1.88032533331,1.88032533331,-1.0,-1.0,-1.0,0,0,3.20913967924,0,0,2.95925512104,2.1738455459
TWX,2017-12-31,2017,0.052696646577,0.0494236120313,0.0494236120313,0.336474783495,0.343313373253,0.338709677419,-0.00537909836066,-0.00201943708191,0.00223905419493,0.0845611787316,0.040461067984,0.689853133491,0.337686378397,0.270591380541,1.22685223537,0.813428309727,0.533828312702,1.95728950786,1.13590039288,0.52411226036,0.251635771326,0.16716411784,0.288723596098,0.892940603274,0.537702832581,0.268011913854,0.0806989309116,0.164403491756,0.0491616893551,0,-0.0244463618062,0,0.0614874097209
