symbol,date,year,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth
CZR,2013-12-31,2013,-0.00319178462392,6.13018506701,6.13018506701,0.968747913189,0.918828451883,0.918828451883,0.0263367916999,0.0263367916999,0,-5.12830188679,0.736699916874,-0.0574749319326,-0.0574749319326,-0.0574749319326,-1.86452112546,-1.86452112546,-1.86452112546,3.17097334973,3.17097334973,3.17097334973,-4.01681842078,-4.01681842078,-4.01681842078,0,0,0,0,-0.123076923077,-0.118193734575,0,-0.0138519808893,0,0.0308014069778
CZR,2012-12-31,2012,-0.0296493977084,-1.35796687607,-1.35796687607,1.17786503781,1.17272727273,1.17272727273,0.00159872102318,0.00159872102318,0,-0.784727863526,1.63238512035,-0.0296005236309,-0.0296005236309,-0.0296005236309,-0.785071474278,-0.785071474278,-0.785071474278,1.17438879673,1.17438879673,1.17438879673,-1.40830719891,-1.40830719891,-1.40830719891,0,0,0,0,0.158129175947,-0.018147961116,0,0.0814246536599,0,-0.00693887184329
CZR,2011-12-31,2011,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
CZR,2010-12-31,2010,-0.0742,-0.8495,1.8002,-2.7578,-2.2549,-3.119,0.4006,-0.5258,0.0,-0.5259,0.808,,,,,,,,,,,,,,,,0.2155,-0.0436,-0.0135,2.2632,-0.0054,0.0,0.0005
CZR,2009-12-31,2009,-0.0491,2.2928,0.857,1.0877,1.0878,1.052,-0.0012,1.9499,0.0,-0.5782,0.6295,,,,,,,,,,,,,,,,,,,,,0.0,-0.0463
F,2013-12-31,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,2012-12-31,2012,-0.067,-0.1249,-0.2003,-0.7223,-0.7242,-0.7146,0.0033,,0.0,-0.0755,-0.3522,-0.0892,-0.1648,-0.034,-0.0952,-0.2276,-0.2288,0.0,0.0,0.1747,0.0313,0.0802,0.0,-0.067,0.0,0.0,0.0424,0.2476,0.062,0.0576,0.056,0.0,0.0593
F,2011-12-31,2011,-0.1024,-0.0152,-0.1299,2.0808,1.8053,1.9759,0.1018,,0.0,-0.1475,-0.2565,-0.0865,-0.1597,-0.1733,-0.1424,-0.1285,0.0,0.0,0.0,0.0,-0.0078,0.0,0.0,-1.0,-1.0,0.0,0.0011,-0.0027,0.083,21.2821,-0.0433,0.0,-0.0861
F,2010-12-31,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,2009-12-31,2009,0.0267,2.8452,1.562,1.184,1.14,1.1323,0.3163,,0.0,59.8479,2.6903,-0.1156,-0.1622,-0.2302,-0.1372,-0.1527,0.0034,-0.1716,-0.1137,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.1621,-0.2786,-0.1203,0.6221,-0.1373,0.0,-0.3815
NKE,2013-05-31,2013,0.0537675484672,-0.166946027489,-0.166946027489,0.117858749438,-0.426501035197,-0.431289640592,0.950652173913,0.950617283951,-0.417783056583,0.593996840442,0.836405529954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496951219512,0.0250746268657,0.137019075331,0,3.57400722022,0,0.0469654151527
NKE,2012-05-31,2012,0.101283129996,0.0488748241913,0.0488748241913,0.042194092827,0.078125,0.0774487471526,-0.0325972660358,-0.0327362569487,0.152896592244,0.0480132450331,-0.0565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452517527087,0.233885819521,0.031137484998,0,-0.418067226891,0,0.110264455401
NKE,2011-05-31,2011,0.0804054361165,0.129961460527,0.129961460527,0.118686736246,0.139949109415,0.137305699482,0,0,0,-0.427343404336,-0.512212364356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184240320024,0.330360642885,0.0401337096808,0,0.0503089143866,0,0.0579476479514
NKE,2010-05-31,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKE,2009-05-31,2009,0.0258,-0.1974,-0.2366,-0.2105,-0.1926,-0.1904,-0.017,,0.1538,-0.1034,-0.1182,0.0976,0.1127,0.1105,0.0791,0.045,0.0358,0.1436,0.1138,0.0449,0.1171,0.1466,0.1388,0.1487,0.2307,0.1968,0.0317,-0.0334,0.0648,0.1299,0.2992,0.0,0.033
BABA,2013-03-31,2013,0.8633,1.2776,1.1699,1.012,1.1665,1.1642,,,0.0,0.5798,0.7479,,,,,,,,,,,,,,,,0.0,0.0,0.3676,,21.0193,0.3113,0.2491
GM,2013-12-31,2013,0.705657237937,-1.16898857162,-1.16898857162,-0.13606981254,-0.125806451613,-0.184931506849,-0.110472541507,0.000597014925373,1.01971518937,0.190947666195,0.996452502956,0.140451805577,0.140451805577,0.140451805577,0.705430690769,0.705430690769,0.705430690769,-0.358563687394,-0.358563687394,-0.358563687394,0.232446748809,0.232446748809,0.232446748809,6.65506545071,6.65506545071,6.65506545071,-0.178932178932,-0.0458746771782,0.113249722263,0,0.379930394432,-0.0228013029316,0
GM,2012-12-31,2012,-0.395676219206,-6.368281471,-6.368281471,-0.326659412405,-0.372469635628,-0.362445414847,0.01953125,0.00419664268585,2.79017075824,0.298677443057,0.317922077922,-0.00623374064518,-0.00623374064518,-0.00623374064518,0.273798564837,0.273798564837,0.273798564837,-0.339558657378,-0.339558657378,-0.339558657378,-0.0674273216662,-0.0674273216662,-0.0674273216662,2.79017075824,2.79017075824,2.79017075824,0.0448286259926,0.0272270315554,0.0333257262989,0,-0.0232294617564,-0.0930576070901,0
GM,2011-12-31,2011,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
P,2012-01-31,2012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
TWX,2013-12-31,2013,0.0601797577179,0.116086515715,0.116086515715,0.222590261676,0.270700636943,0.268608414239,-0.0360435875943,-0.0345180784595,0.10203586634,0.0790238233585,0.111825652019,0.359127313946,0.359127313946,0.359127313946,0.374562987064,0.374562987064,0.374562987064,0.756047998111,0.756047998111,0.756047998111,0.11347620179,0.11347620179,0.11347620179,0.356626516814,0.356626516814,0.356626516814,0.0654028436019,-0.0155339805825,-0.00453853361443,0,0.0147954305269,0,0.0208432022738
TWX,2012-12-31,2012,0.0104240701256,0.0194659776055,0.0194659776055,0.0460845460845,0.14598540146,0.140221402214,-0.0877461288473,-0.0828558008455,0.111578869046,-0.00174013921114,0.0459641255605,0.263265561182,0.263265561182,0.263265561182,0.227979194669,0.227979194669,0.227979194669,0.384563398984,0.384563398984,0.384563398984,0.072373415354,0.072373415354,0.072373415354,0.231018479752,0.231018479752,0.231018479752,0.0668881826062,0.0899470899471,0.00741876963467,0,0.0177729973366,0,-0.0164621835689
TWX,2011-12-31,2011,0.0672566371681,0.0694546794399,0.0694546794399,0.119472459271,0.20704845815,0.204444444444,-0.0728465083304,-0.0705492010827,0.107450414929,0.0404345202173,-0.00260901975401,0.162246690265,0.162246690265,0.162246690265,0.122181526107,0.122181526107,0.122181526107,0.207429481018,0.207429481018,0.207429481018,-0.0191037225303,-0.0191037225303,-0.0191037225303,0.107450414929,0.107450414929,0.107450414929,0.0793700296273,-0.015625,0.0191960796104,0,0.179769170343,0,0.0510936989879
TWX,2010-12-31,2010,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
LOW,2013-02-01,2013,-0.00132564841499,0.0794907088782,0.0794907088782,0.0652528548124,0.181818181818,0.181818181818,-0.0952006294256,-0.095051060487,0.202585847725,-0.13497355714,0.0123015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293237582286,-0.0266098513067,0,0.190114068441,0,-0.0277138092591
LOW,2012-02-03,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOW,2011-01-28,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,0,-1.0,0,-1.0
LOW,2010-01-29,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT,2013-12-31,2013,0.0204405905555,0.144060567181,0.144060567181,0.164180180923,0.16,0.162162162162,0.0050605124903,0.00375839934365,0.161802988999,-0.452494022655,-0.506557450274,0.663875877308,0.151197145951,0.162889108885,0.469656330537,0.68158732714,0.389191883276,1.13975981122,1.50147520082,0.386081948023,0.867184283083,0.613485812604,0.299035033275,2.67208709537,0.931783929195,0.782498573821,0.0271202355985,0.223168342805,-0.0133540479731,0,0.0695186666667,0.0352283795561,0
MAT,2012-12-31,2012,0.0837207779451,-0.0192930368908,-0.0192930368908,0.0103525272346,0.0227272727273,0.0183486238532,-0.00871560830826,-0.00650357036255,0.349435677212,0.919156663302,1.02829082508,0.676395919377,0.210188762694,0.24603910292,0.407404420937,1.56076954153,0.422608571678,3.30407258716,0.456178164166,0.547794385655,0.9770342226,0.496099081851,0.277127589717,23.6942584969,0.749248229309,0.644364899926,-0.0159254087032,-0.0450574948665,0.150776019203,0,-0.0322580645161,0.0898861338012,-1.0
MAT,2011-12-31,2011,0.0645870537565,0.154339384989,0.154339384989,0.122133915834,0.170212765957,0.172043010753,-0.0442189038171,-0.0442877910964,0.136958239844,0.258959789382,0.214177072734,0.621710008352,0.232081613181,0.108231244252,-0.273046301039,-0.156955049124,0.594448921597,3.22284288043,0.439972260188,1.11881747699,0.668143015362,0.192093514309,0.290639116473,17.2996929116,0.409097809103,0.232179193944,0.0877588983916,0.0499355378386,0.0468655432078,0,0.291666666667,0.0290639176206,-0.000229762249422
MAT,2010-12-31,2010,0.0885093253501,0.233508578056,0.233508578056,0.295361865997,0.296551724138,0.28275862069,0.00147187469625,0.0124553924768,0.0717697527483,-0.441325826075,-0.475656315582,0.448619103269,0.277460987115,0.0457568763657,-0.448108979233,0.278121727791,0.00416461338203,2.59681972028,0.855355904033,0.216896376873,0.605361137197,0.412939888967,0.214839528797,15.0953078752,0.641412959771,0.140130966251,0.529497487772,0.304150277088,0.133285361219,0,0.6,0,0
MAT,2009-12-31,2009,0.0112840606078,0.349536353435,0.349536353435,0.392660337797,0.380952380952,0.380952380952,-0.00186274971795,-0.00186274971795,0.0111785803146,1.1658462018,1.80382656076,0.345379864443,0.239117911797,0.0221419274637,-0.0106875152057,0.92905653313,0.147301260502,1.78077800711,0.0747822220322,-0.0517660009248,0.548031879132,0.235112569142,0.106259323128,14.0175052374,0.690680285842,0.156365510095,-0.142187782614,-0.268070175439,0.0225700790945,0,-0.166666666667,0,0
MIK,2013-01-31,2013,0.0518,0.0959,0.1004,0.2739,0.2667,0.2584,0.0023,0.0074,0.0,-0.2689,-0.4167,,,,,,,,,,,,,,,,,,,,,0.0,0.0385
MIK,2012-01-28,2012,0.0729,0.2024,0.1025,0.5243,,,,,0.0,-0.0662,-0.1597,,,,,,,,,,,,,,,,,,,,,0.0,0.0371
DIS,2013-09-28,2013,0.0636,0.0237,0.054,0.0799,0.0789,0.0799,-0.0011,-0.0028,0.25,0.1865,0.5916,0.0662,0.0465,0.0814,0.1402,0.1183,0.1537,0.1863,0.0789,0.1828,0.0809,0.0819,0.0897,0.1358,0.1647,0.2892,0.0653,-0.0325,0.0847,0.1439,-0.0016,0.0,0.0509
DIS,2012-09-29,2012,-0.54,0.1516,0.1342,0.182,0.2383,0.2421,-0.0447,-0.0477,0.5,0.139,0.2175,0.0662,0.0587,0.0656,0.1476,0.1042,0.1572,0.1799,0.0625,0.2114,0.0679,0.0763,0.0683,0.0363,0.1412,0.1968,0.0579,-0.0364,0.0385,0.1133,0.0239,0.0,0.0
DIS,2011-10-01,2011,0.0744,0.1868,0.1967,0.213,0.2367,0.2414,-0.0193,-0.02,0.1429,0.0632,-0.2312,0.0608,0.0529,0.0284,0.098,0.0427,0.0728,0.0,0.0875,0.03,0.0623,0.0464,0.0519,0.0666,0.0818,0.0455,0.0688,0.1061,0.0422,0.0161,0.12,0.0,0.0
DIS,2010-10-02,2010,0.0529,0.1484,0.2403,0.1984,0.1629,0.1534,0.0318,0.0389,0.0,0.2367,0.2529,0.0499,0.0514,0.039,0.0661,0.1029,0.0829,0.1363,0.1063,-0.04,0.0536,0.0868,0.0848,0.0524,0.0784,0.0413,0.1916,0.1345,0.0965,0.0779,-0.0174,0.0,0.0
DIS,2009-10-03,2009,-0.0448,-0.2364,-0.297,-0.253,-0.2393,-0.2281,,,0.0,-0.067,-0.1351,0.0549,0.0535,0.0499,0.0866,0.0609,-0.0175,0.1092,0.0926,0.0192,0.0595,0.0738,0.0462,0.2101,-0.0532,0.0904,-0.0966,0.1308,0.0099,0.0509,-0.1324,0.0,0.0
LEN,2013-11-30,2013,0,2.07022970186,2.07022970186,-0.293687161697,-0.307262569832,-0.308681672026,0.0204165818431,0.0204165818431,-0.003306242275,0.902078898288,0.902078898288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08080751698,-0.139653215486,0.0879195993594,0,-0.820096982759,0,0.147026025224
LEN,2012-11-30,2012,0,1.26707085553,1.26707085553,6.36584995499,6.30612244898,5.47916666667,1010.49338087,1010.49338087,-0.998995230404,0.638713411928,0.638713411928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00429812698001,0.139361617686,0.131903702492,0,-0.105110896818,0,0.336797682036
LEN,2011-11-30,2011,0,0.028479650644,0.028479650644,-0.0321432695437,0,0,0,0,0,-1.94496185656,-1.94496185656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064893404947,0.0417417181971,0,0,0,0.01416008347
LEN,2010-11-30,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEN,2009-11-30,2009,-0.1059,-0.2373,-0.0469,0.6239,0.6505,0.6505,0.1418,,-0.6923,-0.6177,-0.6179,-0.0441,-0.2403,-0.4507,0.0816,-0.0313,-0.1301,0.0,0.0,0.0,0.0584,-0.1248,-0.2818,0.1993,-0.2076,-0.37,0.2913,-0.0916,-0.0148,-0.1841,0.085,0.0,-0.0939
CTRP,2013-12-31,2013,0.3176,0.3594,0.3167,0.4366,0.494,0.3744,-0.0119,0.0844,0.0,0.5242,0.6662,0.2208,0.2678,0.2271,0.2274,0.3019,0.1607,0.1592,0.1516,-0.0199,0.1513,0.3074,0.1137,0.0,-1.0,-1.0,0.609,0.0,0.834,0.406,3.1984,0.4043,0.267
CTRP,2012-12-31,2012,0.1716,-0.2295,-0.3792,-0.3291,-0.2948,-0.2885,-0.038,-0.0407,0.0,-0.0966,-0.3135,0.2416,0.2329,0.2331,0.3092,0.2285,0.13,0.2656,0.0806,-0.0096,0.0,0.2974,0.2575,0.0,-1.0,0.0,0.2593,0.0,0.2085,-0.021,0.0,0.5326,0.5324
CTRP,2011-12-31,2011,0.2497,0.1184,0.0587,0.0753,0.0574,0.0625,0.0645,0.0596,-1.0,0.2503,0.2344,0.3136,0.2663,0.2644,0.0,0.3104,0.3896,0.0,0.2657,0.2756,0.0,0.3784,0.4419,0.0,-1.0,-1.0,0.3306,0.0,0.2592,0.1881,0.0,0.3875,0.4353
CTRP,2010-12-31,2010,0.5179,0.6394,0.5863,0.6452,0.5616,0.5435,0.0896,0.1027,0.0,0.5605,0.6857,0.563,0.3218,0.2643,0.0,0.3752,0.3899,0.0,0.2796,0.3032,0.5593,0.4241,0.5241,0.0,1.7013,4.2145,0.5283,0.0,1.0197,1.049,0.0,0.522,0.4286
CTRP,2009-12-31,2009,0.33,0.4447,0.4897,0.4832,0.4725,0.4475,0.0067,0.0235,-1.0,0.7383,0.7902,,0.3495,0.29,,0.3664,0.3549,,0.3014,0.3213,,0.2969,0.3383,,0.0,-1.0,0.5242,0.0,0.573,0.4429,0.0,0.3075,0.181
MGM,2013-12-31,2013,0.0780423546048,12.8031443261,12.8031443261,-0.911406461876,-0.911602209945,-0.911602209945,0.00137631189313,0.00137631189313,0.53724000299,0.441080506867,0.537900646954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523312924215,0.00306757020553,-0.0066408499107,0,-0.0104075466156,0,0.0311960083047
MGM,2012-12-31,2012,0.184596400094,-0.980152057629,-0.980152057629,-1.56754318401,-1.568288854,-1.64412811388,0.000687605903588,-0.128200465328,0,0.346935238755,0.301448050454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866011060197,-0.0457533152969,-0.0533574614039,0,0.00897392063596,0,0.0484302391956
MGM,2011-12-31,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGM,2010-12-31,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGM,2009-12-31,2009,-0.1935,-19.7223,-1.467,-0.5102,-0.1144,-0.1144,0.5957,,0.0,-0.2193,7.2688,0.093,-0.0083,-0.1828,0.007,-0.1479,-0.3275,0.0,0.0,0.0,0.0717,-0.0241,-0.1379,0.0,0.0,0.0,0.2144,-0.087,-0.0325,-0.3897,0.0447,0.0,-0.1039
CCL,2013-11-30,2013,0,-0.176613885505,-0.176613885505,-0.169491525424,-0.167664670659,-0.167664670659,-0.00385604113111,-0.00256739409499,0.500007453725,-0.0550183394465,0.0269865067466,0,0,0,-0.245275520032,-0.245275520032,-0.245275520032,-0.445863204932,-0.445863204932,-0.445863204932,0.0840999998599,0.0840999998599,0.0840999998599,3.99377705186,3.99377705186,3.99377705186,0,-0.0410256410256,0.0240800796711,0,0.0739317205517,0,0.0924418604651
CCL,2012-11-30,2012,0,-0.271840354767,-0.271840354767,-0.321129707113,-0.312757201646,-0.309917355372,-0.0114358322745,-0.0126742712294,0.174383857114,-0.203664365374,-0.376635514019,0,0,0,-0.204413945039,-0.204413945039,-0.204413945039,-0.335346913737,-0.335346913737,-0.335346913737,0.052345564417,0.052345564417,0.052345564417,2.3291681581,2.3291681581,2.3291681581,0,0.0427807486631,0.0135621295649,0,-0.0249118165785,0,0.00174723354688
CCL,2011-11-30,2011,0,-0.039198977418,-0.039198977418,-0.0333670374115,-0.0318725099602,-0.0202429149798,-0.00126903553299,-0.0198757763975,1.83482111742,-0.013619696176,3.4769874477,0,0,0,-0.0123663539856,-0.0123663539856,-0.0123663539856,-0.0321387871414,-0.0321387871414,-0.0321387871414,0.0360940507951,0.0360940507951,0.0360940507951,1.83482111742,1.83482111742,1.83482111742,0,0.16875,0.0305948252867,0,0.0519480519481,0,0.0638166047088
CCL,2010-11-30,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
CCL,2009-11-30,2009,-0.0988,-0.2168,-0.2107,-0.2298,-0.2331,-0.2276,0.0002,,-1.0,-0.0145,-2.0,0.1092,0.0691,0.0427,0.063,0.0096,-0.0283,0.0247,-0.0003,-0.0782,0.1053,0.0713,0.0647,-1.0,-1.0,-1.0,-0.134,0.0159,0.1028,0.1538,0.0754,0.0,-0.0239
DISCA,2013-12-31,2013,0.176506576935,0.0770889487871,0.0770889487871,0.139978791092,0.199203187251,0.197580645161,-0.0505319148936,-0.05,0,0.169244767971,0.14481409002,0.762868412671,0.762868412671,0.762868412671,1.31161626327,1.31161626327,1.31161626327,0.978264506415,0.978264506415,0.978264506415,0.196082481185,0.196082481185,0.196082481185,0,0,0,0,0,0.158468677494,0,0.239557505245,0,0.219984508133
DISCA,2012-12-31,2012,0.0889407061959,0.0311284046693,0.0311284046693,-0.166961130742,-0.109929078014,-0.114285714286,-0.0623441396509,-0.0617283950617,0,-0.000909090909091,-0.0191938579655,0.356871471993,0.356871471993,0.356871471993,0.877114122818,0.877114122818,0.877114122818,0.647661366524,0.647661366524,0.647661366524,0.15305434504,0.15305434504,0.15305434504,0,0,0,0,0,0.0853689247041,0,0.235100117786,0,0.0912933220626
DISCA,2011-12-31,2011,0.111851851852,0.322794117647,0.322794117647,0.733537519142,0.843137254902,0.842105263158,-0.0652680652681,-0.0559440559441,0,0.646706586826,0.683360258481,0.200824469439,0.200824469439,0.200824469439,0.761688592889,0.761688592889,0.761688592889,0.854582532948,0.854582532948,0.854582532948,0.120008412703,0.120008412703,0.120008412703,0,0,0,0,0,0.0811325891642,0,0.173300165837,0,-0.00168776371308
DISCA,2010-12-31,2010,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
DISCA,2009-12-31,2009,0.0143,0.3672,-0.0395,0.7066,0.2929,0.2959,0.3178,0.3199,-1.0,0.1204,0.2463,,,2.0583,,,0.7987,,,0.0,,,,,,0.0,0.041,0.0,0.0446,-0.1505,-0.0776,0.0,0.1051
EBAY,2013-12-31,2013,0.1171875,0.167243767313,0.167243767313,0.094672288233,0.0891089108911,0.0954773869347,0.00232198142415,0.0,0,0.301459093278,0.450987989151,0.766904662404,0.766904662404,0.766904662404,0.83404912093,0.83404912093,0.83404912093,0.598791900246,0.598791900246,0.598791900246,0.55797619633,0.55797619633,0.55797619633,0,0,0,0.0936739659367,0,0.119059178939,0,-0.0876300066386,0.123966942149,0.0867900446713
EBAY,2012-12-31,2012,0.203202843934,0.216774124506,0.216774124506,-0.192106737285,-0.192,-0.191056910569,-0.000599485602676,3.80821813473e-05,0,0.172383077851,0.117230894962,0.553038940764,0.553038940764,0.553038940764,0.412497525597,0.412497525597,0.412497525597,0.463912334829,0.463912334829,0.463912334829,0.377876871868,0.377876871868,0.377876871868,0,0,0,0.205998301039,0,0.357016990128,0,1.16256517844,0.273507878666,0.148640872703
EBAY,2011-12-31,2011,0.242712133779,0.155786189034,0.155786189034,0.793146547871,0.811594202899,0.808823529412,-0.00981776097145,-0.0108986098566,0,0.1922651652,0.142606170197,0.285149545988,0.285149545988,0.285149545988,0.204086599624,0.204086599624,0.204086599624,0.810925784359,0.810925784359,0.810925784359,0.183338375193,0.183338375193,0.183338375193,0,0,0,0.500096838232,0,0.241615774612,0,0.164650849642,0.359670597974,0.263889648067
