symbol,date,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth
KO,2015-12-31,-0.0461418051158,-0.100947672023,-0.100947672023,0.0356438433362,0.0432098765432,0.04375,-0.00797811716435,-0.0101123595506,0.0817141544118,-0.00819594912859,-0.028505299062,-0.331117739601,-0.331117739601,-0.0453165943679,-0.414254770309,-0.414254770309,0.0235515154864,-0.669873628912,-0.669873628912,-0.156475830436,-0.562878580536,-0.562878580536,-0.19345803509,-0.251565979452,-0.251565979452,0.293038708955,-0.117554858934,-0.0638709677419,-0.0209730176152,0,0.374485960646,0,-0.0459402950401
KO,2014-12-31,-0.0113952097914,-0.0508408290966,-0.0508408290966,-0.17311276794,-0.164948453608,-0.157894736842,-0.010599909788,-0.0130849412287,0.0882103186095,0.00692468222349,0.0271521521522,-0.310927405095,-0.310927405095,-0.485456173093,-0.414126121879,-0.414126121879,-0.416668964414,-0.683778756251,-0.683778756251,-0.568895756467,-0.485490205397,-0.485490205397,-0.501012319651,-0.308103700506,-0.308103700506,-0.352240499149,-0.0835214446953,-0.0540128166005,0.021853311865,0,0.120775101596,0,-0.0053148469093
KO,2013-12-31,-0.0183331031625,-0.0511179144633,-0.0511179144633,-0.048231511254,-0.03,-0.0355329949239,-0.015541740675,-0.0163612565445,0.0984648745008,-0.00967590418037,0.0161474888748,-0.305544138524,-0.305544138524,-0.305544138524,-0.424322714401,-0.424322714401,-0.424322714401,-0.621629993836,-0.621629993836,-0.621629993836,-0.443043670123,-0.443043670123,-0.443043670123,-0.364188808301,-0.364188808301,-0.364188808301,0.0239546123135,0.00398284313725,0.0450367860376,0,0.236927603752,0,-0.024128988612
KO,2012-12-31,0.0225234766645,0.0615520976955,0.0615520976955,0.0521465235651,-0.466666666667,-0.466124661247,0.971978984238,0.973310374516,-0.458105456648,0.123601435508,0.200030515716,-0.299367458937,-0.299367458937,-0.299367458937,-0.427732536342,-0.427732536342,-0.427732536342,-0.608634366389,-0.608634366389,-0.608634366389,-0.458030160262,-0.458030160262,-0.458030160262,-0.421182045545,-0.421182045545,-0.421182045545,-0.0327235772358,0.0556274256145,0.0775251956886,0,0.0392431674842,0,0.0170871559633
KO,2011-12-31,0.263087487737,0.201799029471,0.201799029471,-0.274112964688,-0.267578125,-0.270750988142,-0.0103986135182,-0.00428632661809,0.0681376322311,-0.00608476710029,-0.104277709444,0.339191258104,0.339191258104,0.339191258104,0.00435917580233,0.00435917580233,0.00435917580233,-0.266485430166,-0.266485430166,-0.266485430166,0.0311072093865,0.0311072093865,0.0311072093865,0.0681376322311,0.0681376322311,0.0681376322311,0.110609480813,0.16679245283,0.0967211091455,0,0.024809035712,0,0.325429396565
KO,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
KO,2009-12-31,-0.0325,0.1704,-0.0255,0.1751,0.1753,0.1767,-0.0004,-0.003,0.0789,0.0812,0.0986,0.0554,0.0837,0.0929,0.0844,0.0754,0.1172,0.1159,0.081,0.1087,0.1077,0.1029,0.1414,0.0987,0.104,0.0977,0.2162,0.0764,0.2012,0.2117,0.2735,0.0,-0.0353
MDLZ,2019-12-31,-0.00144899536321,0.160326086957,0.160326086957,0.14463176575,0.165217391304,0.162280701754,-0.0183423913043,-0.0188425302826,0.155859055738,0.00430597771023,0.0655450403084,-0.376075210274,-0.115996215234,0.0745319616373,0.255566982898,0.302641881141,0.504431943154,0.116459452322,1.07364348454,1.51192301194,-0.096629826924,0.150211041491,0.167289575549,-0.158563417253,0.87190196557,0.517779900432,-0.0221043324492,-0.0177469135802,0.0290136938258,0,0.0400527009223,-0.0303867403315,-0.0523552123552
MDLZ,2018-12-31,0.0285146547442,-0.0553337136338,-0.0553337136338,0.157084188912,0.19170984456,0.193717277487,-0.0270984798414,-0.0293925538863,0.165987129818,0.522560740455,0.806839772008,-0.38586208241,-0.114436130719,-0.0379722333883,0.227252360679,-0.257724852472,0.164050837376,-0.0425034941663,0.040780651341,-0.48860000688,-0.16645657831,-0.0456008109952,0.00599029957658,-0.272024925037,0.736815032966,0.481936626553,-0.159420289855,0.013687915526,-0.00602132817823,0,0.0739299610895,-0.0109289617486,0.0954153273558
MDLZ,2017-12-31,-0.00622037914692,0.364733359284,0.364733359284,0.76130198915,0.803738317757,0.819047619048,-0.0276349614396,-0.0267005721551,0.126186094675,-0.0863284002819,-0.0216852540273,-0.40347177887,-0.131385538763,-0.154812865457,-0.215797665342,-0.223694418953,-0.186395613832,-0.194916139206,0.13337294308,0.495313510019,-0.174050657543,-0.048050590367,0.051635400106,-0.37565770981,-0.316308867046,0.388943129119,0.0306396016852,0.0356419603078,0.0255289414671,0,-0.0363376056722,-0.0265957446809,-0.0961773700306
MDLZ,2016-12-31,-0.12022237665,-0.711250983478,-0.711250983478,-0.771707719829,-0.761692650334,-0.763513513514,-0.0383189122373,-0.0390959071472,0.128562757579,-0.238733905579,-0.271002710027,-0.419352041632,-0.459119923246,-0.16272739726,-0.165421215222,-0.287788349978,-0.495224364244,-0.555535959099,-0.466448870739,-0.516875966473,-0.226095913132,-0.189579053497,-0.113887274909,-0.445613568537,-0.392587014157,0.32266436222,-0.00873196659074,-0.0536604062859,-0.0207660359945,0,-0.0325814536341,-0.080684596577,-0.136861554705
MDLZ,2015-12-31,-0.0861316186394,1.7442936459,1.7442936459,2.32738095238,2.48062015504,2.46875,-0.043169722058,-0.0421299005266,0.0928198841867,0.0466030320045,0.153125,-0.361621422058,-0.361621422058,-0.0704465523958,0.0542944700297,0.0542944700297,0.0436779450655,0.872304494947,0.872304494947,1.63577418344,-0.17142002061,-0.17142002061,-0.0450186450085,-0.50876774221,-0.50876774221,-0.462072097071,-0.307206733298,-0.250287356322,-0.0594477288034,0,-0.0151347840208,-0.101098901099,-0.104055811754
MDLZ,2014-12-31,-0.0391304347826,-0.183580961974,-0.183580961974,-0.44214559387,-0.41628959276,-0.415525114155,-0.0467869222097,-0.0447177193963,0.0724457909223,-0.444305772231,-0.598997493734,-0.294205748349,-0.294205748349,-0.342544749354,-0.0361380199146,-0.0361380199146,-0.177460841624,-0.461595273901,-0.461595273901,-0.353678985982,-0.214604850337,-0.214604850337,-0.177545782004,-0.550491105719,-0.550491105719,-0.507495991708,0,-0.0702644937216,-0.0791377813305,0,-0.00581207620278,-0.0339702760085,-0.0255789837539
MDLZ,2013-12-31,0.00260018354237,0.0918339290624,0.0918339290624,0.292932628798,0.3,0.295857988166,-0.00168823860439,0.0,-0.541013264704,0.633953606933,1.07003891051,-0.306500706618,-0.306500706618,-0.306500706618,0.653365823667,0.653365823667,0.653365823667,-0.0800208433928,-0.0800208433928,-0.0800208433928,-0.126630207472,-0.126630207472,-0.126630207472,-0.580856302401,-0.580856302401,-0.580856302401,0,0.000534616412724,-0.0387000185485,0,-0.191426035194,0.0194805194805,-0.0541630340017
MDLZ,2012-12-31,-0.312332369182,-0.453657803816,-0.453657803816,-0.141480011341,-0.15,-0.150753768844,0.00679886685552,0.00959367945824,0.000539608325338,-0.132079646018,-0.15860312841,-0.31324166503,-0.31324166503,-0.31324166503,0.0101722231598,0.0101722231598,0.0101722231598,-0.289656713874,-0.289656713874,-0.289656713874,-0.132360045503,-0.132360045503,-0.132360045503,-0.0868065123319,-0.0868065123319,-0.0868065123319,0,-0.344374342797,-0.195647772201,0,-0.284048001794,-0.34188034188,-0.244151565074
MDLZ,2011-12-31,0.0621718243772,0.174902929756,0.174902929756,-0.142683519689,-0.166666666667,-0.167364016736,0.0291545189504,0.0302325581395,-0.0872990133828,0.205976520811,0.317201724964,0.0735243972232,0.0735243972232,0.0735243972232,0.171812879995,0.171812879995,0.171812879995,-0.166970105533,-0.166970105533,-0.166970105533,-0.0450591261152,-0.0450591261152,-0.0450591261152,-0.0872990133828,-0.0872990133828,-0.0872990133828,0,0.0745762711864,-0.0152378553663,0,-0.0437906627583,0.204116638079,0.011582368136
MDLZ,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
MDLZ,2009-12-31,0.0455,0.128,0.4494,0.0475,0.0625,0.0684,0.0046,,0.0357,0.2277,0.3713,,0.069,0.0908,,0.0801,0.1503,,0.056,0.0322,,0.0005,0.0031,0.0,0.0854,0.0651,0.1048,-0.0273,0.0561,0.1553,-0.0623,0.0,0.0199
KHC,2019-12-28,-0.0867615738146,-1.30039138943,-1.30039138943,-1.18985478807,-1.19019138756,-1.18899521531,0.00164068908942,0.00410172272354,-0.387432930317,0.379953379953,0.592677345538,-0.123210808346,-0.123210808346,-0.0600983400847,-0.0731473633784,-0.0731473633784,-0.324100107605,0.964710624017,0.964710624017,-0.468981020468,-0.423914128222,-0.423914128222,-0.102934501153,-0.034398034398,-0.034398034398,-0.456863290848,-0.0732738374824,0.0202474690664,-0.0194372758817,0,-0.0612900118792,0.0275229357798,-0.734757849642
KHC,2018-12-29,-0.0805936308358,-2.50893252621,-2.50893252621,-1.92662969361,-1.92580287929,-1.93407821229,0.000821018062397,-0.00732899022801,0.101242674278,3.88425047438,-3.53333333333,-0.0763788279353,-0.0763788279353,-0.0763788279353,-0.327242987251,-0.327242987251,-0.327242987251,-11.3654699643,-11.3654699643,-11.3654699643,-0.42258890556,-0.42258890556,-0.42258890556,0.57632039558,0.57632039558,0.57632039558,1.31161780673,-0.0525754884547,-0.139488655266,0,0.00228472132836,0.172043010753,5.53276450512
KHC,2017-12-30,0.012205299395,0.102735265386,0.102735265386,2.02835903084,2.17957746479,2.18505338078,0.000821692686935,0.00163132137031,-0.194858007858,-0.899389079801,-1.17288900025,-0.076887370004,-0.076887370004,-0.076887370004,-0.862146840761,-0.862146840761,-0.862146840761,10.195389349,10.195389349,10.195389349,-0.261279814655,-0.261279814655,-0.261279814655,0.431401481616,0.431401481616,0.431401481616,0.197659297789,0.0488077496274,-0.00205843293493,0,-0.0215057149155,-0.225,-0.149245063879
KHC,2016-12-31,0.663947231383,1.32739674119,1.32739674119,4.72870662461,-9.35294117647,-9.26470588235,0.54834605598,0.559796437659,0.777824899939,1.123226591,1.1940626718,-0.0671479485061,-0.0671479485061,-0.0671479485061,0.37128685335,0.37128685335,0.37128685335,2.69988776248,2.69988776248,2.69988776248,-0.357810692175,-0.357810692175,-0.357810692175,0.777824899939,0.777824899939,0.777824899939,-0.117106773823,0.0252100840336,-0.0202727427972,0,0.199584513692,0.142857142857,0.103139013453
KHC,2016-01-03,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0
NWL,2019-12-31,0.0699946822654,-0.938468416683,-0.938468416683,-1.01540930051,-1.01712328767,-1.01712328767,-0.106396453452,-0.105129829006,0.00499510290424,0.535294117647,1.63565629229,0.125362911161,0.106443621836,-0.271034437544,0.19549136146,0.0738926838275,-0.431737857186,-0.757113958889,-0.815959506447,-0.79898382286,0.74091047185,0.748591669833,-0.564724949591,3.70007957078,0.39493451647,0.182154345066,-0.00497109201924,0.0149074600467,-0.117089250638,0,-0.184076977904,0.103703703704,0.0066535239034
NWL,2018-12-31,-0.408798852494,-7.38696255201,-7.38696255201,-3.51669819558,-3.58407079646,-3.59325044405,-0.0267104992809,-0.0293032786885,0.041826780192,-0.270386266094,-0.437809052872,-0.106580901934,-0.0762680026022,-0.170563941498,-0.304175461764,-0.315453529826,-0.316751104565,-15.0852485549,-9.88054231596,-12.2367108176,0.643352208391,0.542012385893,0.635121320802,3.67671887872,0.520841283081,0.197632196124,-0.307890800299,-0.366455898831,-0.465334761811,0,-0.335222319093,-0.397321428571,-0.336404022785
NWL,2017-12-31,0.156974629444,0.11417143896,0.11417143896,4.20803334596,3.52,3.504,0.155233800142,0.153391633184,0.129054017636,-0.490292589554,-0.620935765266,0.485263417376,0.494313128562,0.4602935805,-0.071784581435,-0.0984159233842,-0.166197448892,4.44722627352,3.09830246071,3.12749208349,3.31505737151,3.23848789582,3.33409615065,3.48896013007,1.03683786986,0.332276471962,-0.0265390076086,0.180907372401,-0.0207462135205,0,-0.112706847841,0.190223166844,0.139082921983
NWL,2016-12-31,0.908704330469,0.829231792484,0.829231792484,0.508,-0.0384615384615,-0.031007751938,0.564426290382,0.558379373849,0.0181534223583,2.23170731707,2.91393905192,0.543780624383,0.576161479128,0.596159700181,1.10376738373,1.27020206601,1.06966908676,0.208291017006,1.93785021108,-0.238190262336,2.99956411518,3.27714659988,2.75292488871,2.97585948941,1.69727024184,0.292925960277,1.19629007756,1.93155998892,3.649285518,0,3.41537033599,0.671403197158,1.04657220916
NWL,2015-12-31,0.0459290187891,-0.00545725152968,-0.00545725152968,-0.073583906829,-0.0510948905109,-0.0444444444444,-0.0246287576965,-0.0265328074579,0.158954570195,-0.107711717395,-0.249470563321,0.0771404123412,0.0771404123412,0.0837034297326,0.0184056540529,0.0184056540529,-0.0108133275257,0.253502807319,0.253502807319,-0.0569083453155,0.00503380849131,0.00503380849131,-0.0128002328982,2.9049709033,2.9049709033,0.771856373435,0.00200288415318,0.0187720536344,0.0893415754891,0,0.288016449885,0.0474418604651,0.0630867950017
NWL,2014-12-31,0.0115691855661,-0.0262479871176,-0.0262479871176,-0.20396123051,-0.164634146341,-0.171779141104,-0.0433125433125,-0.0442083618917,0.0957059444328,0.0477528089888,0.0111349036403,0.0170991896486,0.0170991896486,0.0384328821442,0.113231684565,0.113231684565,0.201302430012,0.319742391586,0.319742391586,2.20883413774,-0.00439279113353,-0.00439279113353,0.0647055192977,2.36939083182,2.36939083182,1.2858347102,0.129490543842,0.0352133255406,0.100729854853,0,0.257940327238,-0.0297833935018,0.0237881197704
NWL,2013-12-31,-0.0228343277556,-0.0473999079613,-0.0473999079613,0.182656366808,0.188405797101,0.189781021898,-0.00892857142857,-0.00613079019074,0.395301576398,-0.0215036378335,0.0582370269658,-0.0328156861703,-0.0328156861703,-0.0328156861703,0.0164752409861,0.0164752409861,0.0164752409861,0.586079774604,0.586079774604,0.586079774604,0.0657192013659,0.0657192013659,0.0657192013659,2.07508675018,2.07508675018,2.07508675018,-0.00656238763035,-0.0172314761631,-0.0244776599164,0,-0.0265269075365,-0.116427432217,-0.0493064229834
